entity_id,paragraph_ID,sentence_ID,start_token,end_token,text,time_kind,precision,annee,mois,jour,heure,minute,datetime_auto,time_code_auto,jour_romanesque,debut_auto,fin_auto,duration_value,duration_unit,duration_relation,regle
168,403,792,15407,15408,vers midi,heure,heure,1872.0,10.0,20.0,12.0,0.0,1872-10-20 12:00,1872-10-20-12-00,19.0,,,,,,heure_seule
169,403,793,15418,15421,deux heures plus tard,relatif,datetime,1872.0,10.0,20.0,14.0,0.0,1872-10-20 14:00,1872-10-20-14-00,19.0,,,,,,offset_120min
170,403,796,15481,15485,à quatre heures et demie,heure,heure,1872.0,10.0,20.0,4.0,30.0,1872-10-20 04:30,1872-10-20-04-30,19.0,,,,,,heure_seule
171,405,798,15537,15539,le 22 octobre,date_absolue,jour,1872.0,10.0,22.0,,,1872-10-22,1872-10-22-00-00,21.0,,,,,,date_complete
172,405,799,15548,15549,le 20,date_absolue,jour,1872.0,10.0,20.0,,,1872-10-20,1872-10-20-00-00,19.0,,,,,,jour_seul
173,405,800,15564,15565,deux jours,duree,quantite,,,,,,,,,,,2.0,jour,duree_simple,duree_quantite
174,408,806,15742,15743,depuis 1756,date_absolue,annee,1756.0,,,,,1756,1756-00-00-00-00,,,,,,,annee_seule
175,408,806,15767,15768,cette année,relatif,annee,1872.0,,,,,1872,1872-00-00-00-00,,,,,,,annee_courante
176,408,806,15770,15770,laquelle,garbage_probable,non_temporel,,,,,,,,,,,,,,garbage_probable
177,409,808,15860,15861,chaque jour,frequence,non_instancie,,,,,,,,,,,,,,frequence
178,409,809,15938,15939,trois jours,duree,quantite,,,,,,,,,,,3.0,jour,duree_simple,duree_quantite
179,410,811,15992,15993,trois jours,duree,quantite,,,,,,,,,,,3.0,jour,duree_simple,duree_quantite
180,412,814,16140,16146,à quatre heures et demie du soir,heure,heure,1872.0,10.0,20.0,16.0,30.0,1872-10-20 16:30,1872-10-20-16-30,19.0,,,,,,heure_seule
181,412,814,16141,16146,quatre heures et demie du soir,heure,heure,1872.0,10.0,20.0,16.0,30.0,1872-10-20 16:30,1872-10-20-16-30,19.0,,,,,,heure_seule
182,412,814,16163,16166,à huit heures précises,heure,heure,1872.0,10.0,20.0,8.0,0.0,1872-10-20 08:00,1872-10-20-08-00,19.0,,,,,,heure_seule
183,413,815,16199,16201,avant huit heures,relatif,datetime,1872.0,10.0,20.0,16.0,0.0,1872-10-20 16:00,1872-10-20-16-00,19.0,,,,,,offset_480min
184,422,830,16533,16535,le bon temps,moment_vague,non_instancie,,,,,,,,,,,,,,moment_vague
185,430,851,17023,17025,ce jour -là,relatif,datetime,1872.0,10.0,20.0,16.0,0.0,1872-10-20 16:00,1872-10-20-16-00,19.0,,,,,,deictique_date_courante
186,437,861,17431,17435,à huit heures moins cinq,heure,heure,1872.0,10.0,20.0,7.0,55.0,1872-10-20 07:55,1872-10-20-07-55,19.0,,,,,,heure_seule
187,437,861,17437,17442,quelques minutes seulement avant le départ,duree,quantite,,,,,,,,,,,3.0,minute,duree_simple,duree_quantite
188,443,871,17642,17644,en ce moment,relatif,datetime,1872.0,10.0,20.0,7.0,55.0,1872-10-20 07:55,1872-10-20-07-55,19.0,,,,,,deictique_instant_courant
189,443,871,17658,17659,la nuit,relatif,datetime,1872.0,10.0,20.0,22.0,0.0,1872-10-20 22:00,1872-10-20-22-00,19.0,,,,,,moment_nuit
190,444,872,17666,17668,l' heure réglementaire,relatif,datetime,1872.0,10.0,20.0,22.0,0.0,1872-10-20 22:00,1872-10-20-22-00,19.0,,,,,,deictique_instant_courant
191,447,877,17779,17783,la dernière révolte des cipayes,reference_evenement,non_instancie,,,,,,,,,,,,,,reference_evenement
192,447,878,17793,17796,depuis son jeune âge,relatif_non_calcule,non_instancie,,,,,,,,,,,,,,relatif_non_calcule
193,447,883,17889,17891,en ce moment,relatif,datetime,1872.0,10.0,20.0,22.0,0.0,1872-10-20 22:00,1872-10-20-22-00,19.0,,,,,,deictique_instant_courant
194,450,891,18109,18111,une heure après,relatif,datetime,1872.0,10.0,20.0,23.0,0.0,1872-10-20 23:00,1872-10-20-23-00,19.0,,,,,,offset_60min
195,452,895,18242,18246,il y a quelques années,relatif,annee,1869.0,,,,,1869,1869-00-00-00-00,,,,,,,annee_moins_3
196,460,908,18506,18508,pendant la nuit,duree,quantite,,,,,,,,,,,,,,duree_quantite
197,460,908,18521,18522,le lendemain,relatif,datetime,1872.0,10.0,21.0,23.0,0.0,1872-10-21 23:00,1872-10-21-23-00,20.0,,,,,,lendemain_plus_1
198,460,908,18524,18525,21 octobre,date_absolue,jour,1872.0,10.0,21.0,,,1872-10-21,1872-10-21-00-00,20.0,,,,,,date_complete
199,462,917,18769,18771,pendant cette matinée,duree,quantite,,,,,,,,,,,,,,duree_quantite
200,463,922,18942,18945,à midi et demi,heure,heure,1872.0,10.0,21.0,12.0,0.0,1872-10-21 12:00,1872-10-21-12-00,20.0,,,,,,heure_seule
201,465,925,19041,19046,jusqu' à son arrivée à bombay,reference_evenement,non_instancie,,,,,,,,,,,,,,reference_evenement
202,465,930,19177,19178,la veille,relatif,datetime,1872.0,10.0,20.0,12.0,0.0,1872-10-20 12:00,1872-10-20-12-00,19.0,,,,,,veille_moins_1
203,465,932,19203,19205,les jours écoulés,duree,quantite,,,,,,,,,,,,,,duree_quantite
204,466,934,19266,19268,vers le soir,relatif,datetime,1872.0,10.0,20.0,20.0,0.0,1872-10-20 20:00,1872-10-20-20-00,19.0,,,,,,moment_soir
205,467,935,19292,19293,le lendemain,relatif,datetime,1872.0,10.0,21.0,20.0,0.0,1872-10-21 20:00,1872-10-21-20-00,20.0,,,,,,lendemain_plus_1
206,467,935,19295,19296,22 octobre,date_absolue,jour,1872.0,10.0,22.0,,,1872-10-22,1872-10-22-00-00,21.0,,,,,,date_complete
207,467,935,19317,19320,trois heures du matin,heure,heure,1872.0,10.0,22.0,3.0,0.0,1872-10-22 03:00,1872-10-22-03-00,21.0,,,,,,heure_seule
208,467,936,19358,19359,quatre heures,heure,heure,1872.0,10.0,22.0,4.0,0.0,1872-10-22 04:00,1872-10-22-04-00,21.0,,,,,,heure_seule
209,469,942,19498,19502,à huit heures du matin,heure,heure,1872.0,10.0,22.0,8.0,0.0,1872-10-22 08:00,1872-10-22-08-00,21.0,,,,,,heure_seule
210,492,974,19922,19925,deux jours d' avance,duree,quantite,,,,,,,,,,,2.0,jour,avance,duree_quantite
211,492,975,19942,19945,le 25 à midi,heure,heure,1872.0,10.0,22.0,12.0,0.0,1872-10-22 12:00,1872-10-22-12-00,21.0,,,,,,heure_seule
212,492,976,19951,19952,au 22,date_absolue,jour,1872.0,10.0,22.0,,,1872-10-22,1872-10-22-00-00,21.0,,,,,,jour_seul
213,501,989,20207,20210,cinq minutes plus tard,relatif,datetime,1872.0,10.0,22.0,0.0,5.0,1872-10-22 00:05,1872-10-22-00-05,21.0,,,,,,offset_5min
214,502,993,20348,20355,pendant trois mois de sucre et de beurre,duree,intervalle,1873.0,1.0,22.0,0.0,5.0,1873-01-22 00:05,1873-01-22-00-05,113.0,1872-10-22 00:05,1873-01-22 00:05,3.0,mois,pendant,duree_forward_intervalle_pendant
215,506,1010,20609,20610,quinze heures,heure,heure,1872.0,10.0,22.0,15.0,0.0,1872-10-22 15:00,1872-10-22-15-00,21.0,,,,,,heure_seule
216,516,1036,21083,21085,à neuf heures,heure,heure,1872.0,10.0,22.0,9.0,0.0,1872-10-22 09:00,1872-10-22-09-00,21.0,,,,,,heure_seule
217,520,1045,21387,21391,après deux heures de marche,relatif,datetime,1872.0,10.0,22.0,11.0,0.0,1872-10-22 11:00,1872-10-22-11-00,21.0,,,,,,offset_120min
218,520,1045,21401,21404,une heure de repos,duree,quantite,,,,,,,,,,,1.0,heure,duree_simple,duree_quantite
219,523,1052,21492,21493,à midi,heure,heure,1872.0,10.0,22.0,12.0,0.0,1872-10-22 12:00,1872-10-22-12-00,21.0,,,,,,heure_seule
220,524,1059,21657,21659,pendant cette journée,relatif,datetime,1872.0,10.0,22.0,12.0,0.0,1872-10-22 12:00,1872-10-22-12-00,21.0,,,,,,deictique_date_courante
221,526,1069,21788,21792,à huit heures du soir,heure,heure,1872.0,10.0,22.0,20.0,0.0,1872-10-22 20:00,1872-10-22-20-00,21.0,,,,,,heure_seule
222,527,1070,21823,21825,pendant cette journée,relatif,datetime,1872.0,10.0,22.0,20.0,0.0,1872-10-22 20:00,1872-10-22-20-00,21.0,,,,,,deictique_date_courante
223,528,1071,21846,21847,la nuit,relatif,datetime,1872.0,10.0,22.0,22.0,0.0,1872-10-22 22:00,1872-10-22-22-00,21.0,,,,,,moment_nuit
224,529,1077,21934,21935,cette nuit,relatif,datetime,1872.0,10.0,22.0,22.0,0.0,1872-10-22 22:00,1872-10-22-22-00,21.0,,,,,,moment_nuit
225,529,1081,22004,22005,la veille,relatif,datetime,1872.0,10.0,21.0,22.0,0.0,1872-10-21 22:00,1872-10-21-22-00,20.0,,,,,,veille_moins_1
226,530,1082,22030,22034,à six heures du matin,heure,heure,1872.0,10.0,21.0,6.0,0.0,1872-10-21 06:00,1872-10-21-06-00,20.0,,,,,,heure_seule
227,530,1083,22051,22053,le soir même,relatif,datetime,1872.0,10.0,21.0,20.0,0.0,1872-10-21 20:00,1872-10-21-20-00,20.0,,,,,,moment_soir
228,530,1084,22067,22070,quarante - huit heures,duree,quantite,,,,,,,,,,,48.0,heure,duree_simple,duree_quantite
229,531,1087,22093,22094,vers midi,heure,heure,1872.0,10.0,21.0,12.0,0.0,1872-10-21 12:00,1872-10-21-12-00,20.0,,,,,,heure_seule
230,532,1091,22192,22194,à deux heures,heure,heure,1872.0,10.0,21.0,2.0,0.0,1872-10-21 02:00,1872-10-21-02-00,20.0,,,,,,heure_seule
231,533,1094,22268,22270,quatre heures alors,heure,heure,1872.0,10.0,21.0,4.0,0.0,1872-10-21 04:00,1872-10-21-04-00,20.0,,,,,,heure_seule
232,536,1097,22321,22323,quelques instants après,relatif,datetime,1872.0,10.0,21.0,4.0,1.0,1872-10-21 04:01,1872-10-21-04-01,20.0,,,,,,offset_flou_1min
233,538,1102,22389,22392,quelques minutes plus tard,relatif,datetime,1872.0,10.0,21.0,4.0,6.0,1872-10-21 04:06,1872-10-21-04-06,20.0,,,,,,offset_flou_5min
234,559,1140,23185,23189,aux premières heures du jour,duree,quantite,,,,,,,,,,,,,,duree_quantite
235,566,1152,23460,23464,il y a quelques années,relatif,annee,1869.0,,,,,1869,1869-00-00-00-00,,,,,,,annee_moins_3
236,568,1156,23550,23550,demain,relatif,datetime,1872.0,10.0,22.0,4.0,6.0,1872-10-22 04:06,1872-10-22-04-06,21.0,,,,,,lendemain_plus_1
237,568,1156,23551,23554,au lever du jour,relatif,datetime,1872.0,10.0,22.0,6.0,0.0,1872-10-22 06:00,1872-10-22-06-00,21.0,,,,,,moment_lever_du_jour
238,574,1163,23647,23648,la nuit,relatif,datetime,1872.0,10.0,22.0,22.0,0.0,1872-10-22 22:00,1872-10-22-22-00,21.0,,,,,,moment_nuit
239,574,1163,23651,23654,l' heure du sacrifice,relatif,datetime,1872.0,10.0,22.0,22.0,0.0,1872-10-22 22:00,1872-10-22-22-00,21.0,,,,,,deictique_instant_courant
240,576,1166,23665,23665,demain,relatif,datetime,1872.0,10.0,23.0,22.0,0.0,1872-10-23 22:00,1872-10-23-22-00,22.0,,,,,,lendemain_plus_1
241,576,1166,23667,23672,dès la première apparition du jour,duree,quantite,,,,,,,,,,,,,,duree_quantite
242,580,1173,23755,23758,douze heures d' avance,heure,heure,1872.0,10.0,23.0,12.0,0.0,1872-10-23 12:00,1872-10-23-12-00,22.0,,,,,,heure_seule
243,590,1195,24020,24021,la nuit,relatif,datetime,1872.0,10.0,23.0,22.0,0.0,1872-10-23 22:00,1872-10-23-22-00,22.0,,,,,,moment_nuit
244,593,1202,24112,24114,trois mois après,duree,quantite,,,,,,,,,,,3.0,mois,duree_simple,duree_quantite
245,595,1206,24202,24204,une demi-heure après,relatif,datetime,1872.0,10.0,23.0,22.0,30.0,1872-10-23 22:30,1872-10-23-22-30,22.0,,,,,,offset_30min
246,596,1211,24333,24335,cette nuit même,relatif,datetime,1872.0,10.0,23.0,22.0,0.0,1872-10-23 22:00,1872-10-23-22-00,22.0,,,,,,moment_nuit
247,596,1212,24352,24354,à cet instant,relatif,datetime,1872.0,10.0,23.0,22.0,0.0,1872-10-23 22:00,1872-10-23-22-00,22.0,,,,,,deictique_instant_courant
248,597,1213,24371,24372,la nuit,relatif,datetime,1872.0,10.0,23.0,22.0,0.0,1872-10-23 22:00,1872-10-23-22-00,22.0,,,,,,moment_nuit
249,597,1214,24381,24385,vers six heures du soir,heure,heure,1872.0,10.0,23.0,18.0,0.0,1872-10-23 18:00,1872-10-23-18-00,22.0,,,,,,heure_seule
250,598,1218,24472,24476,après dix minutes de reptation,relatif,datetime,1872.0,10.0,23.0,18.0,10.0,1872-10-23 18:10,1872-10-23-18-10,22.0,,,,,,offset_10min
251,607,1238,24818,24819,huit heures,heure,heure,1872.0,10.0,23.0,8.0,0.0,1872-10-23 08:00,1872-10-23-08-00,22.0,,,,,,heure_seule
252,611,1244,24910,24912,jusqu' à minuit,relatif,datetime,1872.0,10.0,23.0,0.0,0.0,1872-10-23 00:00,1872-10-23-00-00,22.0,,,,,,heure_depuis_jusqu
253,613,1254,25034,25037,vers minuit et demi,heure,heure,1872.0,10.0,23.0,0.0,0.0,1872-10-23 00:00,1872-10-23-00-00,22.0,,,,,,heure_seule
254,614,1256,25073,25074,là nuit,relatif,datetime,1872.0,10.0,23.0,22.0,0.0,1872-10-23 22:00,1872-10-23-22-00,22.0,,,,,,moment_nuit
255,623,1280,25475,25475,midi,heure,heure,1872.0,10.0,23.0,12.0,0.0,1872-10-23 12:00,1872-10-23-12-00,22.0,,,,,,heure_seule
256,624,1282,25488,25492,dans quelques heures le jour,relatif,datetime,1872.0,10.0,23.0,15.0,0.0,1872-10-23 15:00,1872-10-23-15-00,22.0,,,,,,offset_flou_3h
257,627,1286,25537,25540,au moment du supplice,relatif,datetime,1872.0,10.0,23.0,15.0,0.0,1872-10-23 15:00,1872-10-23-15-00,22.0,,,,,,deictique_instant_courant
258,632,1295,25755,25756,les heures,duree,quantite,,,,,,,,,,,,,,duree_quantite
259,632,1295,25767,25770,l' approche du jour,moment_vague,non_instancie,,,,,,,,,,,,,,moment_vague
260,633,1302,25815,25816,l' heure,relatif,datetime,1872.0,10.0,23.0,15.0,0.0,1872-10-23 15:00,1872-10-23-15-00,22.0,,,,,,deictique_instant_courant
261,635,1308,25928,25930,en ce moment,relatif,datetime,1872.0,10.0,23.0,15.0,0.0,1872-10-23 15:00,1872-10-23-15-00,22.0,,,,,,deictique_instant_courant
262,637,1312,25985,25987,deux minutes après,relatif,datetime,1872.0,10.0,23.0,15.0,2.0,1872-10-23 15:02,1872-10-23-15-02,22.0,,,,,,offset_2min
263,647,1330,26335,26337,un instant après,relatif,datetime,1872.0,10.0,23.0,15.0,3.0,1872-10-23 15:03,1872-10-23-15-03,22.0,,,,,,offset_flou_1min
264,649,1336,26445,26447,en quelques instants,moment_vague,non_instancie,,,,,,,,,,,,,,moment_vague
265,650,1338,26468,26470,une heure après,relatif,datetime,1872.0,10.0,23.0,16.0,3.0,1872-10-23 16:03,1872-10-23-16-03,22.0,,,,,,offset_60min
266,650,1342,26555,26557,pendant quelques instants,duree,quantite,,,,,,,,,,,,,,duree_quantite
267,652,1346,26639,26641,une heure après,relatif,datetime,1872.0,10.0,23.0,17.0,3.0,1872-10-23 17:03,1872-10-23-17-03,22.0,,,,,,offset_60min
268,652,1347,26658,26660,à sept heures,heure,heure,1872.0,10.0,23.0,7.0,0.0,1872-10-23 07:00,1872-10-23-07-00,22.0,,,,,,heure_seule
269,656,1357,26880,26882,vers dix heures,heure,heure,1872.0,10.0,23.0,10.0,0.0,1872-10-23 10:00,1872-10-23-10-00,22.0,,,,,,heure_seule
270,656,1358,26907,26915,en moins d' un jour et d' une nuit,duree,intervalle,1872.0,10.0,24.0,10.0,0.0,1872-10-24 10:00,1872-10-24-10-00,23.0,1872-10-23 10:00,1872-10-24 10:00,1.0,jour,en,duree_forward_intervalle_en
271,657,1359,26940,26942,le lendemain seulement,relatif,datetime,1872.0,10.0,24.0,10.0,0.0,1872-10-24 10:00,1872-10-24-10-00,23.0,,,,,,lendemain_plus_1
272,657,1359,26944,26945,25 octobre,date_absolue,jour,1872.0,10.0,25.0,,,1872-10-25,1872-10-25-00-00,24.0,,,,,,date_complete
273,657,1359,26948,26948,midi,heure,heure,1872.0,10.0,25.0,12.0,0.0,1872-10-25 12:00,1872-10-25-12-00,24.0,,,,,,heure_seule
274,672,1397,27769,27772,à la bonne heure,moment_vague,non_instancie,,,,,,,,,,,,,,moment_vague
275,676,1405,27895,27897,quelques instants après,relatif,datetime,1872.0,10.0,25.0,12.0,1.0,1872-10-25 12:01,1872-10-25-12-01,24.0,,,,,,offset_flou_1min
276,677,1407,27943,27945,en deux heures,heure,heure,1872.0,10.0,25.0,2.0,0.0,1872-10-25 02:00,1872-10-25-02-00,24.0,,,,,,heure_seule
277,685,1423,28258,28261,à midi et demi,heure,heure,1872.0,10.0,25.0,12.0,0.0,1872-10-25 12:00,1872-10-25-12-00,24.0,,,,,,heure_seule
278,685,1425,28312,28315,cette époque plus réaliste,moment_vague,saison,,,,,,,,,,,,,,moment_vague
279,687,1438,28598,28600,la saison avancée,moment_vague,saison,,,,,,,,,,,,,,moment_vague
280,689,1442,28891,28892,la nuit,relatif,datetime,1872.0,10.0,25.0,22.0,0.0,1872-10-25 22:00,1872-10-25-22-00,24.0,,,,,,moment_nuit
281,690,1443,28980,28984,à sept heures du matin,heure,heure,1872.0,10.0,25.0,7.0,0.0,1872-10-25 07:00,1872-10-25-07-00,24.0,,,,,,heure_seule
282,690,1444,29006,29006,midi,heure,heure,1872.0,10.0,25.0,12.0,0.0,1872-10-25 12:00,1872-10-25-12-00,24.0,,,,,,heure_seule
283,690,1445,29012,29013,cinq heures,heure,heure,1872.0,10.0,25.0,5.0,0.0,1872-10-25 05:00,1872-10-25-05-00,24.0,,,,,,heure_seule
284,691,1446,29031,29033,le 25 octobre,date_absolue,jour,1872.0,10.0,25.0,,,1872-10-25,1872-10-25-00-00,24.0,,,,,,date_complete
285,691,1446,29035,29037,vingt-trois jours après,relatif,datetime,1872.0,11.0,17.0,0.0,0.0,1872-11-17 00:00,1872-11-17-00-00,47.0,,,,,,offset_23j
286,691,1446,29046,29048,au jour fixé,relatif,datetime,1872.0,11.0,17.0,0.0,0.0,1872-11-17 00:00,1872-11-17-00-00,47.0,,,,,,jour_courant
287,691,1447,29061,29066,les deux jours gagnés par lui,duree,quantite,,,,,,,,,,,2.0,jour,duree_simple,duree_quantite
288,691,1447,29061,29063,les deux jours,duree,quantite,,,,,,,,,,,2.0,jour,duree_simple,duree_quantite
289,702,1467,29363,29365,vingt minutes environ,duree,quantite,,,,,,,,,,,20.0,minute,duree_simple,duree_quantite
290,703,1468,29424,29426,l' heure matinale,relatif,datetime,1872.0,11.0,17.0,0.0,0.0,1872-11-17 00:00,1872-11-17-00-00,47.0,,,,,,deictique_instant_courant
291,705,1471,29494,29498,à huit heures et demie,heure,heure,1872.0,11.0,17.0,8.0,30.0,1872-11-17 08:30,1872-11-17-08-30,47.0,,,,,,heure_seule
292,711,1486,29657,29657,midi,heure,heure,1872.0,11.0,17.0,12.0,0.0,1872-11-17 12:00,1872-11-17-12-00,47.0,,,,,,heure_seule
293,712,1487,29665,29665,midi,heure,heure,1872.0,11.0,17.0,12.0,0.0,1872-11-17 12:00,1872-11-17-12-00,47.0,,,,,,heure_seule
294,714,1489,29703,29704,avant midi,heure,heure,1872.0,11.0,17.0,12.0,0.0,1872-11-17 12:00,1872-11-17-12-00,47.0,,,,,,heure_seule
295,715,1490,29720,29724,à huit heures et demie,heure,heure,1872.0,11.0,17.0,8.0,30.0,1872-11-17 08:30,1872-11-17-08-30,47.0,,,,,,heure_seule
296,729,1510,29982,29984,voilà deux jours,duree,intervalle,1872.0,11.0,17.0,8.0,30.0,1872-11-17 08:30,1872-11-17-08-30,47.0,1872-11-15 08:30,1872-11-17 08:30,2.0,jour,depuis,duree_depuis_intervalle
297,752,1542,30436,30438,de douze heures,heure,heure,1872.0,11.0,17.0,12.0,0.0,1872-11-17 12:00,1872-11-17-12-00,47.0,,,,,,heure_seule
298,752,1546,30594,30596,pendant vingt-quatre heures,duree,intervalle,1872.0,11.0,18.0,12.0,0.0,1872-11-18 12:00,1872-11-18-12-00,48.0,1872-11-17 12:00,1872-11-18 12:00,24.0,heure,pendant,duree_forward_intervalle_pendant
299,752,1547,30618,30620,ce matin même,relatif,datetime,1872.0,11.0,17.0,8.0,0.0,1872-11-17 08:00,1872-11-17-08-00,47.0,,,,,,moment_matin
300,757,1553,30837,30841,la journée du 20 octobre,date_absolue,jour,1872.0,10.0,20.0,,,1872-10-20,1872-10-20-00-00,19.0,,,,,,date_complete
301,757,1553,30847,30850,quinze jours de prison,duree,quantite,,,,,,,,,,,15.0,jour,duree_simple,duree_quantite
302,761,1559,30984,30985,huit jours,duree,quantite,,,,,,,,,,,8.0,jour,duree_simple,duree_quantite
303,777,1588,31413,31415,onze heures sonnaient,heure,heure,1872.0,10.0,20.0,11.0,0.0,1872-10-20 11:00,1872-10-20-11-00,19.0,,,,,,heure_seule
304,777,1589,31423,31424,une heure,heure,heure,1872.0,10.0,20.0,1.0,0.0,1872-10-20 01:00,1872-10-20-01-00,19.0,,,,,,heure_seule
305,780,1604,31679,31683,trois mille cinq cents milles,non_parse,non_instancie,,,,,,,,,,,,,,non_parse
306,780,1604,31686,31690,de onze à douze jours,duree,quantite,,,,,,,,,,,12.0,jour,duree_simple,duree_quantite
307,781,1605,31704,31710,pendant les premiers jours de cette traversée,duree,quantite,,,,,,,,,,,,,,duree_quantite
308,781,1605,31704,31707,pendant les premiers jours,duree,quantite,,,,,,,,,,,,,,duree_quantite
309,781,1610,31780,31783,à de certaines heures,frequence,non_instancie,,,,,,,,,,,,,,frequence
310,790,1659,32715,32717,ces longues heures,moment_vague,non_instancie,,,,,,,,,,,,,,moment_vague
311,797,1690,33300,33302,au 30 octobre,date_absolue,jour,1872.0,10.0,30.0,,,1872-10-30,1872-10-30-00-00,29.0,,,,,,date_complete
312,797,1690,33305,33307,le lendemain même,relatif,datetime,1872.0,10.0,31.0,0.0,0.0,1872-10-31 00:00,1872-10-31-00-00,30.0,,,,,,lendemain_plus_1
313,798,1691,33317,33319,ce jour -là,relatif,datetime,1872.0,10.0,31.0,0.0,0.0,1872-10-31 00:00,1872-10-31-00-00,30.0,,,,,,deictique_date_courante
314,801,1697,33450,33453,au moins quelques jours,duree,quantite,,,,,,,,,,,3.0,jour,duree_simple,duree_quantite
315,802,1699,33477,33481,depuis notre départ de calcutta,reference_evenement,non_instancie,,,,,,,,,,,,,,reference_evenement
316,811,1719,33795,33797,depuis ce jour,relatif,datetime,1872.0,10.0,31.0,0.0,0.0,1872-10-31 00:00,1872-10-31-00-00,30.0,,,,,,deictique_date_courante
317,813,1728,34049,34051,pendant un siècle,duree,intervalle,1972.0,10.0,31.0,0.0,0.0,1972-10-31 00:00,1972-10-31-00-00,36554.0,1872-10-31 00:00,1972-10-31 00:00,1.0,siecle,pendant,duree_forward_intervalle_pendant
318,816,1740,34306,34309,le mercredi 30 octobre,date_absolue,jour,1872.0,10.0,30.0,,,1872-10-30,1872-10-30-00-00,29.0,,,,,,date_complete
319,816,1740,34311,34313,dans l' après-midi,heure,heure,1872.0,10.0,30.0,12.0,0.0,1872-10-30 12:00,1872-10-30-12-00,29.0,,,,,,heure_seule
320,817,1742,34354,34355,le lendemain,relatif,datetime,1872.0,10.0,31.0,12.0,0.0,1872-10-31 12:00,1872-10-31-12-00,30.0,,,,,,lendemain_plus_1
321,817,1742,34357,34361,à quatre heures du matin,heure,heure,1872.0,10.0,31.0,4.0,0.0,1872-10-31 04:00,1872-10-31-04-00,30.0,,,,,,heure_seule
322,817,1742,34368,34369,une demi-journée,relatif,datetime,1872.0,10.0,31.0,12.0,0.0,1872-10-31 12:00,1872-10-31-12-00,30.0,,,,,,moment_journee
323,818,1744,34422,34424,pendant quelques heures,duree,quantite,,,,,,,,,,,,,,duree_quantite
324,821,1756,34681,34683,pendant deux heures,duree,quantite,,,,,,,,,,,,,,duree_quantite
325,822,1757,34732,34734,à dix heures,heure,heure,1872.0,10.0,31.0,10.0,0.0,1872-10-31 10:00,1872-10-31-10-00,30.0,,,,,,heure_seule
326,824,1762,34849,34851,à onze heures,heure,heure,1872.0,10.0,31.0,11.0,0.0,1872-10-31 11:00,1872-10-31-11-00,30.0,,,,,,heure_seule
327,824,1762,34868,34871,quelques heures plus tard,relatif,datetime,1872.0,10.0,31.0,14.0,0.0,1872-10-31 14:00,1872-10-31-14-00,30.0,,,,,,offset_flou_3h
328,825,1764,34926,34930,en six jours au plus,duree,intervalle,1872.0,11.0,6.0,14.0,0.0,1872-11-06 14:00,1872-11-06-14-00,36.0,1872-10-31 14:00,1872-11-06 14:00,6.0,jour,en,duree_forward_intervalle_en
329,825,1764,34944,34946,le 6 novembre,date_absolue,jour,1872.0,11.0,6.0,,,1872-11-06,1872-11-06-00-00,36.0,,,,,,date_complete
330,827,1767,35009,35014,le dernier quartier de la lune,moment_vague,non_instancie,,,,,,,,,,,,,,moment_vague
331,831,1785,35486,35487,un jour,duree,quantite,,,,,,,,,,,1.0,jour,duree_simple,duree_quantite
332,840,1801,35641,35643,un autre jour,duree,quantite,,,,,,,,,,,1.0,jour,duree_simple,duree_quantite
333,847,1824,35962,35964,quelques heures difficiles,heure,heure,1872.0,11.0,6.0,3.0,0.0,1872-11-06 03:00,1872-11-06-03-00,36.0,,,,,,heure_seule
334,851,1834,36221,36223,tous les jours,frequence,non_instancie,,,,,,,,,,,,,,frequence
335,851,1838,36300,36301,un jour,duree,quantite,,,,,,,,,,,1.0,jour,duree_simple,duree_quantite
336,853,1844,36405,36411,pendant les derniers jours de la traversée,duree,quantite,,,,,,,,,,,,,,duree_quantite
337,853,1844,36406,36411,les derniers jours de la traversée,duree,quantite,,,,,,,,,,,,,,duree_quantite
338,854,1848,36469,36477,pendant les journées du 3 et du 4 novembre,date_absolue,jour,1872.0,11.0,4.0,,,1872-11-04,1872-11-04-00-00,34.0,,,,,,date_complete
339,854,1848,36469,36469,pendant,duree,quantite,,,,,,,,,,,,,,duree_quantite
340,854,1848,36470,36477,les journées du 3 et du 4 novembre,date_absolue,jour,1872.0,11.0,4.0,,,1872-11-04,1872-11-04-00-00,34.0,,,,,,date_complete
341,854,1850,36501,36503,pendant un demi-jour,duree,intervalle,1872.0,11.0,5.0,0.0,0.0,1872-11-05 00:00,1872-11-05-00-00,35.0,1872-11-04 00:00,1872-11-05 00:00,1.0,jour,pendant,duree_forward_intervalle_pendant
342,855,1852,36570,36573,vingt heures de retard,duree,quantite,,,,,,,,,,,20.0,heure,retard,duree_quantite
343,855,1852,36575,36577,l' heure réglementaire,relatif,datetime,1872.0,11.0,4.0,0.0,0.0,1872-11-04 00:00,1872-11-04-00-00,34.0,,,,,,deictique_instant_courant
344,856,1854,36629,36630,vingt heures,heure,heure,1872.0,11.0,4.0,20.0,0.0,1872-11-04 20:00,1872-11-04-20-00,34.0,,,,,,heure_seule
345,857,1863,36753,36754,quelques jours,duree,quantite,,,,,,,,,,,3.0,jour,duree_simple,duree_quantite
346,858,1867,36830,36833,ce temps d' épreuve,moment_vague,non_instancie,,,,,,,,,,,,,,moment_vague
347,858,1872,36875,36878,l' heure des mécomptes,relatif,datetime,1872.0,11.0,4.0,20.0,0.0,1872-11-04 20:00,1872-11-04-20-00,34.0,,,,,,deictique_instant_courant
