chapter,Phrase,Sujet,Verbe,Objet,time_code,macro_categorie_dynamouv,categorie_base_dynamouv,aspect_lexical_dynamouv,maniere_dynamouv
,"Cependant Mr. Fogg ne se déconcertait pas, et il allait continuer ses recherches, dût -il pousser jusqu' à Macao, quand il fut accosté par un marin sur l' avant-port.",il,accosté,sur l'avant-port,1872-09-26-22-00,Dynamicité spatiale sans dpt,Simple ch. de relation,télique,
,"- Je vous offre cent livres( 2 500 F) par jour, et une prime de deux cents livres si j' arrive à temps.",j',arrive,à temps,1872-09-26-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"Pendant ce temps, Mr. Fogg s' était retourné vers Mrs.",Mr. Fogg,retourné,Pendant ce temps,1872-09-26-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"Pendant ce temps, Mr. Fogg s' était retourné vers Mrs.",Mr. Fogg,retourné,s',1872-09-26-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"Pendant ce temps, Mr. Fogg s' était retourné vers Mrs.",Mr. Fogg,retourné,vers Mrs,1872-09-26-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"Le pilote s' était de nouveau avancé vers le gentleman, et tournait son chapeau entre ses mains.",Le pilote,avancé,s',1872-09-26-22-00,Dpt au sens large,Dpt au sens faible,atélique,
,"Le pilote s' était de nouveau avancé vers le gentleman, et tournait son chapeau entre ses mains.",Le pilote,avancé,vers le gentleman,1872-09-26-22-00,Dpt au sens large,Dpt au sens faible,atélique,
,"D' ailleurs, nous n' arriverions pas à temps, car il y a seize cent cinquante milles de Hong - Kong à Yokohama.",nous,arriverions,D'ailleurs,1872-09-26-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"D' ailleurs, nous n' arriverions pas à temps, car il y a seize cent cinquante milles de Hong - Kong à Yokohama.",nous,arriverions,à temps,1872-09-26-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"- Voici deux cents livres à compte… Monsieur, ajouta Phileas Fogg en se retournant vers Fix, si vous voulez profiter…",Monsieur,retournant,se,1872-09-11-20-00,Dpt au sens large,Dpt au sens strict,télique,
,"- Voici deux cents livres à compte… Monsieur, ajouta Phileas Fogg en se retournant vers Fix, si vous voulez profiter…",Monsieur,retournant,vers Fix,1872-09-11-20-00,Dpt au sens large,Dpt au sens strict,télique,
,"- Monsieur, répondit résolument Fix, j' allais vous demander cette faveur.",Monsieur,allais,,1872-09-11-20-00,Dpt au sens large,Dpt au sens strict,télique,
,"- Je vais faire pour lui tout ce que je puis faire», répondit Phileas Fogg.",Je,vais,,1872-09-11-20-30,Dpt au sens large,Dpt au sens strict,télique,
,"Même formalité fut remplie chez l' agent consulaire français, et le palanquin, après avoir touché à l' hôtel, où les bagages furent pris, ramena les voyageurs à l' avant-port.",Même formalité,remplie,chez l'agent consulaire français,1872-09-11-20-30,Dynamicité spatiale sans dpt,Ch. de disposition,télique,
,"Le bateau-pilote n° 43, son équipage à bord, ses vivres embarqués, était prêt à appareiller.",Le bateau-pilote n° 43 son équipage à bord ses vivres,appareiller,,1872-09-11-03-00,Dpt au sens large,Dpt au sens strict,télique,
,Aouda passèrent à bord.,Aouda,passèrent,à bord,1872-09-11-03-00,Dpt au sens large,Dpt au sens strict,télique,
,"Aouda jetèrent un dernier regard sur le quai, afin de voir si Passepartout n' apparaîtrait pas.",Aouda,jetèrent,un dernier regard,1872-09-11-03-10,Dpt au sens large,Dpt au sens faible,atélique,manière
,"Aouda jetèrent un dernier regard sur le quai, afin de voir si Passepartout n' apparaîtrait pas.",Aouda,jetèrent,sur le quai,1872-09-11-03-10,Dpt au sens large,Dpt au sens faible,atélique,manière
,"Aouda jetèrent un dernier regard sur le quai, afin de voir si Passepartout n' apparaîtrait pas.",Passepartout,apparaîtrait,,1872-09-11-03-10,Dpt au sens large,Dpt au sens strict,télique,
,"Enfin, le patron John Bunsby passa au large, et la Tankadère, prenant le vent sous sa brigantine, sa misaine et ses focs, s' élança en bondissant sur les flots.",le patron John Bunsby,passa,au large,1872-09-11-03-10,Dpt au sens large,Dpt au sens strict,télique,
,"Cela lui paraissait certain que le sieur Fogg ne s' arrêterait pas à Yokohama, qu' il prendrait immédiatement le paquebot de San Francisco afin d' atteindre l' Amérique, dont la vaste étendue lui assurerait l' impunité avec la sécurité.",Cela,paraissait,lui,1872-09-11-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"Au lieu de s' embarquer en Angleterre pour les États-Unis, comme un coquin vulgaire, ce Fogg avait fait le grand tour et traversé les trois quarts du globe, afin de gagner plus sûrement le continent américain, où il mangerait tranquillement le million de la Banque, après avoir dépisté la police.",ce Fogg,traversé,les trois quarts du globe,1872-09-11-22-00,Dpt au sens large,Dpt au sens strict,télique,
,Abandonnerait -il cet homme?,-il,Abandonnerait,cet homme,1872-09-11-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"Non, cent fois non! et jusqu' à ce qu' il eût obtenu un acte d' extradition, il ne le quitterait pas d' une semelle.",il,quitterait,et jusqu'à ce,1872-09-11-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"Non, cent fois non! et jusqu' à ce qu' il eût obtenu un acte d' extradition, il ne le quitterait pas d' une semelle.",il,quitterait,le,1872-09-11-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"Non, cent fois non! et jusqu' à ce qu' il eût obtenu un acte d' extradition, il ne le quitterait pas d' une semelle.",il,quitterait,d'une semelle,1872-09-11-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"Phileas Fogg, lui, n' était pas non plus sans songer à son domestique, si singulièrement disparu.",à son domestique,disparu,,1872-09-11-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"Toutes réflexions faites, il ne lui sembla pas impossible que, par suite d' un malentendu, le pauvre garçon ne se fût embarqué sur le Carnatic, au dernier moment.",le pauvre garçon,embarqué,par suite d'un malentendu,,Dpt au sens large,Dpt au sens strict,télique,
,"Toutes réflexions faites, il ne lui sembla pas impossible que, par suite d' un malentendu, le pauvre garçon ne se fût embarqué sur le Carnatic, au dernier moment.",le pauvre garçon,embarqué,se,,Dpt au sens large,Dpt au sens strict,télique,
,"Toutes réflexions faites, il ne lui sembla pas impossible que, par suite d' un malentendu, le pauvre garçon ne se fût embarqué sur le Carnatic, au dernier moment.",le pauvre garçon,embarqué,sur le Carnatic,,Dpt au sens large,Dpt au sens strict,télique,
,"Toutes réflexions faites, il ne lui sembla pas impossible que, par suite d' un malentendu, le pauvre garçon ne se fût embarqué sur le Carnatic, au dernier moment.",le pauvre garçon,embarqué,au dernier moment,,Dpt au sens large,Dpt au sens strict,télique,
,Aouda descendirent dans la cabine.,Aouda,descendirent,dans la cabine,1872-09-11-00-00,Dpt au sens large,Dpt au sens faible,atélique,
,"Voyager aux frais de cet homme, se nourrir de ses propres vivres, il trouvait à cela quelque chose de peu loyal.",il,Voyager,aux frais de cet homme,1872-11-08-02-00,Dpt au sens large,Dpt au sens faible,atélique,manière
,"Fix s' inclina, il étouffait, et, allant s' étendre sur l' avant de la goélette, il ne dit plus un mot de la journée.",il,allant,,1872-11-08-02-00,Dpt au sens large,Dpt au sens strict,télique,
,Plusieurs fois il dit à Mr. Fogg qu' on arriverait en temps voulu à Shangaï.,on,arriverait,en temps,1872-11-08-02-00,Dpt au sens large,Dpt au sens strict,télique,
,"Le soir, le pilote avait relevé au loch un parcours de deux cent vingt milles depuis Hong - Kong, et Phileas Fogg pouvait espérer qu' en arrivant à Yokohama, il n' aurait aucun retard à inscrire à son programme.",il,arrivant,à Yokohama,1872-11-08-20-00,Dpt au sens large,Dpt au sens strict,télique,
,"- Eh bien, nous allons avoir un coup de vent.",nous,allons,,1872-11-07-06-00,Dpt au sens large,Dpt au sens strict,télique,
,On rentra le bout - dehors.,On,rentra,le bout,1872-00-00-00-00,Dpt au sens large,Dpt au sens strict,télique,
,On rentra le bout - dehors.,On,rentra,bout-dehors,1872-00-00-00-00,Dpt au sens large,Dpt au sens strict,télique,
,On rentra le bout - dehors.,On,rentra,bout-dehors,1872-00-00-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"John Bunsby avait engagé ses passagers à descendre dans la cabine; mais, dans un étroit espace, à peu près privé d' air, et par les secousses de la houle, cet emprisonnement n' avait rien d' agréable.",John Bunsby,descendre,dans la cabine,1872-00-00-00-00,Dpt au sens large,Dpt au sens faible,atélique,
,"Aouda, ni Fix lui-même ne consentirent à quitter le pont.",Aouda ni Fix lui-même,quitter,le pont,1872-00-00-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Ses hommes consultés, John Bunsby s' approcha de Mr. Fogg, et lui dit:",John Bunsby,approcha,Ses hommes,1872-11-07-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"Ses hommes consultés, John Bunsby s' approcha de Mr. Fogg, et lui dit:",John Bunsby,approcha,s',1872-11-07-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"Ses hommes consultés, John Bunsby s' approcha de Mr. Fogg, et lui dit:",John Bunsby,approcha,de Mr. Fogg,1872-11-07-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"«Je crois, Votre Honneur, que nous ferions bien de gagner un des ports de la côte.",nous,gagner,un des ports de la côte,1872-11-07-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"C' était le soir même que Mr. Fogg devait arriver à Shangaï, s' il ne voulait pas manquer le départ du paquebot de Yokohama.",Mr. Fogg,arriver,à Shangaï,1872-11-08-20-00,Dpt au sens large,Dpt au sens strict,télique,
,On voulait arriver à tout prix.,On,arriver,à tout prix,1872-11-08-06-00,Dpt au sens large,Dpt au sens strict,télique,
,Un formidable juron s' échappa des lèvres du pilote… La prime de deux cents livres allait évidemment lui échapper.,Un formidable juron,échappa,des lèvres du pilote,1872-11-08-07-00,Dpt au sens large,Dpt au sens strict,télique,manière
,Un formidable juron s' échappa des lèvres du pilote… La prime de deux cents livres allait évidemment lui échapper.,La prime de deux cents livres,échapper,lui,1872-11-08-07-00,Dpt au sens large,Dpt au sens strict,télique,manière
,"Le canon fut chargé jusqu' à la gueule, mais au moment où le pilote allait appliquer un charbon ardent sur la lumière:",le pilote,allait,où,1872-11-08-07-00,Dpt au sens large,Dpt au sens strict,télique,
,"Le lendemain matin, les hommes de l' avant pouvaient voir, non sans quelque surprise, un passager, l' œil à demi hébété, la démarche branlante, la tête ébouriffée, qui sortait du capot des secondes et venait en titubant s' asseoir sur une drome.",qui,sortait,du capot des secondes,1872-11-08-18-30,Dpt au sens large,Dpt au sens strict,télique,
,"Le lendemain matin, les hommes de l' avant pouvaient voir, non sans quelque surprise, un passager, l' œil à demi hébété, la démarche branlante, la tête ébouriffée, qui sortait du capot des secondes et venait en titubant s' asseoir sur une drome.",qui,venait,,1872-11-08-18-30,Dpt au sens large,Dpt au sens strict,télique,
,"Quelques instants après que Fix eut quitté la tabagie, deux garçons avaient enlevé Passepartout profondément endormi, et l' avaient couché sur le lit réservé aux fumeurs.",Fix,quitté,Quelques instants,1872-11-08-18-30,Dpt au sens large,Dpt au sens strict,télique,
,"Quelques instants après que Fix eut quitté la tabagie, deux garçons avaient enlevé Passepartout profondément endormi, et l' avaient couché sur le lit réservé aux fumeurs.",Fix,quitté,la tabagie,1872-11-08-18-30,Dpt au sens large,Dpt au sens strict,télique,
,"Mais trois heures plus tard, Passepartout, poursuivi jusque dans ses cauchemars par une idée fixe, se réveillait et luttait contre l' action stupéfiante du narcotique.",,poursuivi,jusque dans ses cauchemars,1872-11-08-18-30,Dpt au sens large,Dpt au sens faible,atélique,
,"Il quittait ce lit d' ivrognes, et trébuchant, s' appuyant aux murailles, tombant et se relevant, mais toujours et irrésistiblement poussé par une sorte d' instinct, il sortait de la tabagie, criant comme dans un rêve:« Le Carnatic! le Carnatic!»",Il,quittait,ce lit d'ivrognes,1872-11-08-18-30,Dpt au sens large,Dpt au sens strict,télique,
,"Il quittait ce lit d' ivrognes, et trébuchant, s' appuyant aux murailles, tombant et se relevant, mais toujours et irrésistiblement poussé par une sorte d' instinct, il sortait de la tabagie, criant comme dans un rêve:« Le Carnatic! le Carnatic!»",Il,trébuchant,,1872-11-08-18-30,Dynamicité spatiale sans dpt,Ch. de disposition,atélique,manière
,"Il quittait ce lit d' ivrognes, et trébuchant, s' appuyant aux murailles, tombant et se relevant, mais toujours et irrésistiblement poussé par une sorte d' instinct, il sortait de la tabagie, criant comme dans un rêve:« Le Carnatic! le Carnatic!»",il,sortait,de la tabagie,1872-11-08-18-30,Dpt au sens large,Dpt au sens strict,télique,
,"Il s' élança sur le pont volant, il franchit la coupée et tomba inanimé à l' avant, au moment où le Carnatic larguait ses amarres.",il,franchit,la coupée,1872-11-08-18-30,Dpt au sens large,Dpt au sens strict,télique,
,"Il s' élança sur le pont volant, il franchit la coupée et tomba inanimé à l' avant, au moment où le Carnatic larguait ses amarres.",il,tomba,à l'avant,1872-11-08-18-30,Dynamicité spatiale sans dpt,Ch. de disposition,télique,
,"Il s' élança sur le pont volant, il franchit la coupée et tomba inanimé à l' avant, au moment où le Carnatic larguait ses amarres.",il,tomba,au moment,1872-11-08-18-30,Dynamicité spatiale sans dpt,Ch. de disposition,télique,
,"Quelques matelots, en gens habitués à ces sortes de scènes, descendirent le pauvre garçon dans une cabine des secondes, et Passepartout ne se réveilla que le lendemain matin, à cent cinquante milles des terres de la Chine.",Quelques matelots en gens,descendirent,le pauvre garçon,1872-11-08-18-30,Dpt au sens large,Dpt au sens faible,atélique,
,"Quelques matelots, en gens habitués à ces sortes de scènes, descendirent le pauvre garçon dans une cabine des secondes, et Passepartout ne se réveilla que le lendemain matin, à cent cinquante milles des terres de la Chine.",Quelques matelots en gens,descendirent,dans une cabine des secondes,1872-11-08-18-30,Dpt au sens large,Dpt au sens faible,atélique,
,"Voilà donc pourquoi, ce matin -là, Passepartout se trouvait sur le pont du Carnatic, et venait humer à pleine gorgées les fraîches brises de la mer.",Passepartout,venait,,1872-11-09-21-30,Dpt au sens large,Dpt au sens strict,télique,
,Il commença à rassembler ses idées et n' y parvint pas sans peine.,Il,parvint,y,1872-11-09-21-30,Dpt au sens large,Dpt au sens strict,télique,
,Il commença à rassembler ses idées et n' y parvint pas sans peine.,Il,parvint,sans peine,1872-11-09-21-30,Dpt au sens large,Dpt au sens strict,télique,
,"«Pour celui -là, se dit -il, j' espère bien que nous en sommes débarrassés, et qu' il n' a pas osé, après ce qu' il m' a proposé, nous suivre sur le Carnatic.",il,suivre,sur le Carnatic,1872-11-09-21-30,Dpt au sens large,Dpt au sens faible,atélique,
,"Le plus pressé, c' était de rejoindre Mr. Fogg et de lui faire agréer ses excuses pour cette inqualifiable conduite.",,rejoindre,Mr. Fogg,1872-11-09-21-30,Dpt au sens large,Dpt au sens strict,télique,
,"Le digne garçon, aux jambes peu solides encore, gagna tant bien que mal l' arrière du navire.",Le digne garçon aux jambes peu solides encore,gagna,l'arrière du navire,1872-11-09-21-30,Dpt au sens large,Dpt au sens strict,télique,
,"Quant à Mr. Fogg, il aura trouvé quelque joueur de whist, et suivant son habitude…»",il,suivant,son habitude,1872-11-08-08-00,Dpt au sens large,Dpt au sens faible,atélique,
,"Ce disant, Passepartout descendit au salon.",Passepartout,descendit,au salon,1872-11-08-08-00,Dpt au sens large,Dpt au sens faible,atélique,
,Puis une idée lui traversa le cerveau.,une idée,traversa,lui,1872-11-08-08-00,Dpt au sens large,Dpt au sens strict,télique,
,Passepartout se laissa tomber sur un fauteuil.,Passepartout,tomber,sur un fauteuil,1872-11-08-08-00,Dynamicité spatiale sans dpt,Ch. de disposition,télique,
,"Ah! si jamais Fix lui tombait sous la main, quel règlement de comptes!",Fix,tombait,lui,1872-11-08-08-00,Dynamicité spatiale sans dpt,Ch. de disposition,télique,
,"Il mangea comme si le Japon, où il allait aborder, eût été un pays désert, dépourvu de toute substance comestible.",il,allait,,1872-11-08-08-00,Dpt au sens large,Dpt au sens strict,télique,
,"Il mangea comme si le Japon, où il allait aborder, eût été un pays désert, dépourvu de toute substance comestible.",il,aborder,,1872-11-08-08-00,Dynamicité spatiale sans dpt,Simple ch. de relation,télique,
,"Il n' avait rien de mieux à faire que de prendre le hasard pour guide, et d' aller à l' aventure par les rues de la ville.",Il,aller,à l'aventure,1872-11-08-08-00,Dpt au sens large,Dpt au sens strict,télique,
,"Il n' avait rien de mieux à faire que de prendre le hasard pour guide, et d' aller à l' aventure par les rues de la ville.",Il,aller,par les rues de la ville,1872-11-08-08-00,Dpt au sens large,Dpt au sens strict,télique,
,"Là, comme à Hong - Kong, comme à Calcutta, fourmillait un pêle-mêle de gens de toutes races, Américains, Anglais, Chinois, Hollandais, marchands prêts à tout vendre et à tout acheter, au milieu desquels le Français se trouvait aussi étranger que s' il eût été jeté au pays des Hottentots.",il,jeté,au pays des Hottentots,1872-11-08-08-00,Dpt au sens large,Dpt au sens faible,atélique,manière
,"Donc, après avoir parcouru la partie européenne de la ville, sans que le hasard l' eût en rien servi, il entra dans la partie japonaise, décidé, s' il le fallait, à pousser jusqu' à Yeddo.",il,parcouru,la partie européenne de la ville,1872-11-08-08-00,Dpt au sens large,Dpt au sens faible,atélique,manière
,"Donc, après avoir parcouru la partie européenne de la ville, sans que le hasard l' eût en rien servi, il entra dans la partie japonaise, décidé, s' il le fallait, à pousser jusqu' à Yeddo.",il,entra,dans la partie japonaise,1872-11-08-08-00,Dpt au sens large,Dpt au sens strict,télique,
,"Enfin, entre les voitures, les palanquins, les chevaux, les porteurs, les brouettes à voile, les« norimons» à parois de laque, les« cangos» moelleux, véritables litières en bambou, on voyait circuler, à petits pas de leur petit pied, chaussé de souliers de toile, de sandales de paille ou de socques en bois ouvragé, quelques femmes peu jolies, les yeux bridés, la poitrine déprimée, les dents noircies au goût du jour, mais portant avec élégance le vêtement national, le« kirimon», sorte de robe de chambre croisée d' une écharpe de soie, dont la large ceinture s' épanouissait derrière en un nœud extravagant,- que les modernes Parisiennes semblent avoir emprunté aux Japonaises.",on,circuler,à petits pas de leur petit pied,1872-11-08-08-00,Dpt au sens large,Dpt au sens faible,atélique,manière
,"En errant ainsi, Passepartout aperçut quelques violettes entre les herbes:",Passepartout,errant,,1872-11-08-08-00,Dpt au sens large,Dpt au sens faible,atélique,manière
,"Certes, l' honnête garçon avait, par prévision, aussi copieusement déjeuné qu' il avait pu avant de quitter le Carnatic; mais après une journée de promenade, il se sentit l' estomac très creux.",il,quitter,le Carnatic,1872-11-08-08-00,Dpt au sens large,Dpt au sens strict,télique,
,"Passepartout rentra dans la ville indigène, et il erra dans les rues au milieu des lanternes multicolores, regardant les groupes de baladins exécuter leurs prestigieux exercices, et les astrologues en plein vent qui amassaient la foule autour de leur lunette.",Passepartout,rentra,dans la ville indigène,1872-11-15-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"Passepartout rentra dans la ville indigène, et il erra dans les rues au milieu des lanternes multicolores, regardant les groupes de baladins exécuter leurs prestigieux exercices, et les astrologues en plein vent qui amassaient la foule autour de leur lunette.",il,erra,dans les rues,1872-11-15-22-00,Dpt au sens large,Dpt au sens faible,atélique,manière
,"Passepartout rentra dans la ville indigène, et il erra dans les rues au milieu des lanternes multicolores, regardant les groupes de baladins exécuter leurs prestigieux exercices, et les astrologues en plein vent qui amassaient la foule autour de leur lunette.",il,erra,au milieu des lanternes multicolores,1872-11-15-22-00,Dpt au sens large,Dpt au sens faible,atélique,manière
,"Ces officiers, dans leurs magnifiques costumes et au milieu de leur suite, ressemblaient à des ambassadeurs, et Passepartout répétait plaisamment, chaque fois qu' il rencontrait quelque patrouille éblouissante:",il,rencontrait,quelque patrouille éblouissante,1872-11-15-22-00,Mouvement inféré,,télique,
,"Passepartout se décida donc à attendre quelques heures; mais, tout en cheminant, il fit cette réflexion qu' il semblerait trop bien vêtu pour un artiste ambulant, et l' idée lui vint alors d' échanger ses vêtements contre une défroque plus en harmonie avec sa position.",il,cheminant,,1872-11-16-22-00,Dpt au sens large,Dpt au sens faible,atélique,manière
,"Passepartout se décida donc à attendre quelques heures; mais, tout en cheminant, il fit cette réflexion qu' il semblerait trop bien vêtu pour un artiste ambulant, et l' idée lui vint alors d' échanger ses vêtements contre une défroque plus en harmonie avec sa position.",l'idée,vint,lui,1872-11-16-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"L' habit européen plut au brocanteur, et bientôt Passepartout sortait affublé d' une vieille robe japonaise et coiffé d' une sorte de turban à côtes, décoloré sous l' action du temps.",Passepartout,sortait,,1872-11-16-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"Le premier soin de Passepartout, ainsi« japonaisé», fut d' entrer dans une« tea - house» de modeste apparence, et là, d' un reste de volaille et de quelques poignées de riz, il déjeuna en homme pour qui le dîner serait encore un problème à résoudre.",Le premier soin de Passepartout,entrer,dans une tea-house,1872-11-16-22-00,Dpt au sens large,Dpt au sens strict,télique,
,Passepartout songea alors à visiter les paquebots en partance pour l' Amérique.,Passepartout,visiter,les paquebots en partance pour l'Amérique,1872-11-16-22-00,Dpt au sens large,Dpt au sens faible,atélique,
,"Mais à mesure qu' il s' approchait des docks, son projet, qui lui avait paru si simple au moment où il en avait eu l' idée, lui semblait de plus en plus inexécutable.",il,approchait,s',1872-11-16-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"Mais à mesure qu' il s' approchait des docks, son projet, qui lui avait paru si simple au moment où il en avait eu l' idée, lui semblait de plus en plus inexécutable.",il,approchait,des docks,1872-11-16-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"Mais à mesure qu' il s' approchait des docks, son projet, qui lui avait paru si simple au moment où il en avait eu l' idée, lui semblait de plus en plus inexécutable.",qui,paru,lui,1872-11-16-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"Comme il réfléchissait ainsi, ses regards tombèrent sur une immense affiche qu' une sorte de clown promenait dans les rues de Yokohama.",ses regards,tombèrent,sur une immense affiche,1872-11-16-22-00,Dynamicité spatiale sans dpt,Ch. de disposition,télique,
,"Il suivit l' homme-affiche, et, à sa suite, il rentra bientôt dans la ville japonaise.",Il,suivit,l'homme-affiche,1872-11-16-22-00,Dpt au sens large,Dpt au sens faible,atélique,
,"Il suivit l' homme-affiche, et, à sa suite, il rentra bientôt dans la ville japonaise.",il,rentra,à sa suite,1872-11-16-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"Il suivit l' homme-affiche, et, à sa suite, il rentra bientôt dans la ville japonaise.",il,rentra,dans la ville japonaise,1872-11-16-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"C' était l' établissement de l' honorable Batulcar, sorte de Barnum américain, directeur d' une troupe de saltimbanques, jongleurs, clowns, acrobates, équilibristes, gymnastes, qui, suivant l' affiche, donnait ses dernières représentations avant de quitter l' empire du Soleil pour les États de l' Union.",qui,quitter,l'empire du Soleil,1872-11-16-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"C' était l' établissement de l' honorable Batulcar, sorte de Barnum américain, directeur d' une troupe de saltimbanques, jongleurs, clowns, acrobates, équilibristes, gymnastes, qui, suivant l' affiche, donnait ses dernières représentations avant de quitter l' empire du Soleil pour les États de l' Union.",qui,quitter,pour les États de l'Union,1872-11-16-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"Passepartout entra sous un péristyle qui précédait la case, et demanda Mr. Batulcar.",Passepartout,entra,sous un péristyle,1872-11-16-22-00,Dpt au sens large,Dpt au sens strict,télique,
,Mr. Batulcar apparut en personne.,Mr. Batulcar,apparut,en personne,1872-11-16-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"- Un domestique, s' écria le Barnum en caressant l' épaisse barbiche grise qui foisonnait sous son menton, j' en ai deux, obéissants, fidèles, qui ne m' ont jamais quitté, et qui me servent pour rien, à condition que je les nourrisse… Et les voilà, ajouta -t -il en montrant ses deux bras robustes, sillonnés de veines grosses comme des cordes de contrebasse.",qui,quitté,m',1872-11-16-22-00,Dpt au sens large,Dpt au sens strict,télique,
,- Surtout quand je sors de table.,je,sors,de table,1872-11-16-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"Avant trois heures, les spectateurs avaient envahi la vaste case.",les spectateurs,envahi,Avant trois heures,1872-11-08-06-00,Dynamicité spatiale sans dpt,Ch. de disposition,télique,
,"Avant trois heures, les spectateurs avaient envahi la vaste case.",les spectateurs,envahi,la vaste case,1872-11-08-06-00,Dynamicité spatiale sans dpt,Ch. de disposition,télique,
,"Les musiciens étaient rentrés à l' intérieur, et l' orchestre au complet, gongs, tam - tams, cliquettes, flûtes, tambourins et grosses caisses, opéraient avec fureur.",Les musiciens,rentrés,à l'intérieur,1872-11-08-06-00,Dpt au sens large,Dpt au sens strict,télique,
,"Un autre, avec la fumée odorante de sa pipe, traçait rapidement dans l' air une série de mots bleuâtres, qui formaient un compliment à l' adresse de l' assemblée.",Un autre,traçait,avec la fumée odorante de sa pipe,1872-11-08-06-00,Dpt au sens large,Dpt au sens faible,atélique,manière
,"Un autre, avec la fumée odorante de sa pipe, traçait rapidement dans l' air une série de mots bleuâtres, qui formaient un compliment à l' adresse de l' assemblée.",Un autre,traçait,dans l'air,1872-11-08-06-00,Dpt au sens large,Dpt au sens faible,atélique,manière
,"Un autre, avec la fumée odorante de sa pipe, traçait rapidement dans l' air une série de mots bleuâtres, qui formaient un compliment à l' adresse de l' assemblée.",Un autre,traçait,une série de mots bleuâtres,1872-11-08-06-00,Dpt au sens large,Dpt au sens faible,atélique,manière
,"Celui - ci jonglait avec des bougies allumées, qu' il éteignit successivement quand elles passèrent devant ses lèvres, et qu' il ralluma l' une à l' autre sans interrompre un seul instant sa prestigieuse jonglerie.",elles,passèrent,devant ses lèvres,1872-11-08-06-00,Dpt au sens large,Dpt au sens strict,télique,
,"Une douzaine de ces sectateurs du dieu Tingou se couchèrent sur le dos, et leurs camarades vinrent s' ébattre sur leurs nez, dressés comme des paratonnerres, sautant, voltigeant de celui-ci à celui -là, et exécutant les tours les plus invraisemblables.",leurs camarades,vinrent,,1872-11-08-06-00,Dpt au sens large,Dpt au sens strict,télique,
,"Or, l' un de ceux qui formaient la base du char avait quitté la troupe, et comme il suffisait d' être vigoureux et adroit, Passepartout avait été choisi pour le remplacer.",l'un de ceux,quitté,la troupe,1872-11-08-06-00,Dpt au sens large,Dpt au sens strict,télique,
,"Passepartout entra en scène, et vint se ranger avec ceux de ses collègues qui devaient figurer la base du Char de Jaggernaut.",Passepartout,entra,en scène,1872-11-08-06-00,Dpt au sens large,Dpt au sens strict,télique,
,"Passepartout entra en scène, et vint se ranger avec ceux de ses collègues qui devaient figurer la base du Char de Jaggernaut.",Passepartout,vint,,1872-11-08-06-00,Dpt au sens large,Dpt au sens strict,télique,
,"C' était la faute à Passepartout qui, abandonnant son poste, franchissant la rampe sans le secours de ses ailes, et grimpant à la galerie de droite, tombait aux pieds d' un spectateur en s' écriant:",qui,abandonnant,son poste,1872-11-08-06-00,Dpt au sens large,Dpt au sens strict,télique,
,"C' était la faute à Passepartout qui, abandonnant son poste, franchissant la rampe sans le secours de ses ailes, et grimpant à la galerie de droite, tombait aux pieds d' un spectateur en s' écriant:",qui,franchissant,la rampe,1872-11-08-06-00,Dpt au sens large,Dpt au sens strict,télique,
,"C' était la faute à Passepartout qui, abandonnant son poste, franchissant la rampe sans le secours de ses ailes, et grimpant à la galerie de droite, tombait aux pieds d' un spectateur en s' écriant:",qui,franchissant,sans le secours de ses ailes,1872-11-08-06-00,Dpt au sens large,Dpt au sens strict,télique,
,"C' était la faute à Passepartout qui, abandonnant son poste, franchissant la rampe sans le secours de ses ailes, et grimpant à la galerie de droite, tombait aux pieds d' un spectateur en s' écriant:",qui,grimpant,à la galerie de droite,1872-11-08-06-00,Dpt au sens large,Dpt au sens faible,atélique,manière
