triplet_row,triplet_id,Num_paragr,Num_phrase,chapter,verbe,lemme_verbe,est_verbe_deplacement,lieu_entity_id,lieu_texte,lieu_normalise,lieu_id_auto,niveau_lieu,lieu_cat,prep_lieu,relation_lieu,lien_triptyque_lieu,distance_verbe_lieu,head_dependency_relation,head_syntactic_head_ID
6420,6420,999,2168,,dirigea,diriger,False,1502,un navire en partance,navire en partance,vehicule::navire en partance,vehicule,VEH,de,source,ud_ancetre_verbe,8,nmod,42061
6421,6421,999,2168,,dirigea,diriger,False,1501,les docks,s docks,lieu_precis::s docks,lieu_precis,FAC,vers,destination,ud_ancetre_verbe,2,obl:arg,42055
6421,6421,999,2168,,dirigea,diriger,False,1502,un navire en partance,navire en partance,vehicule::navire en partance,vehicule,VEH,de,source,objet,8,nmod,42061
6431,6431,1001,2172,,parcourut,parcourir,True,1503,le port,port,lieu_precis::port,lieu_precis,FAC,,cadre,ud_ancetre_verbe,1,obj,42110
6431,6431,1001,2172,,parcourut,parcourir,True,1504,un bâtiment,bâtiment,vehicule::batiment,vehicule,VEH,a,destination,ud_ancetre_verbe,16,obj,42125
6432,6432,1001,2172,,parcourut,parcourir,True,1503,le port,port,lieu_precis::port,lieu_precis,FAC,,cadre,objet,1,obj,42110
6432,6432,1001,2172,,parcourut,parcourir,True,1504,un bâtiment,bâtiment,vehicule::batiment,vehicule,VEH,a,destination,ud_ancetre_verbe,16,obj,42125
6433,6433,1001,2172,,parcourut,parcourir,True,1503,le port,port,lieu_precis::port,lieu_precis,FAC,,cadre,ud_ancetre_verbe,1,obj,42110
6433,6433,1001,2172,,parcourut,parcourir,True,1504,un bâtiment,bâtiment,vehicule::batiment,vehicule,VEH,a,destination,ud_ancetre_verbe,16,obj,42125
6434,6434,1001,2172,,décidé,décider,False,1504,un bâtiment,bâtiment,vehicule::batiment,vehicule,VEH,a,cadre,ud_ancetre_verbe,9,obj,42125
6434,6434,1001,2172,,décidé,décider,False,1506,yokohama,yokohama,toponyme::yokohama,toponyme,GPE,a,cadre,ud_ancetre_verbe,15,obl:arg,42130
6436,6436,1001,2172,,fréter,fréter,False,1504,un bâtiment,bâtiment,vehicule::batiment,vehicule,VEH,a,cadre,objet,1,obj,42125
6436,6436,1001,2172,,fréter,fréter,False,1506,yokohama,yokohama,toponyme::yokohama,toponyme,GPE,a,cadre,ud_ancetre_verbe,7,obl:arg,42130
6437,6437,1001,2172,,transporter,transporter,False,1506,yokohama,yokohama,toponyme::yokohama,toponyme,GPE,a,cadre,ud_ancetre_verbe,2,obl:arg,42130
6438,6438,1001,2172,,transporter,transporter,False,1506,yokohama,yokohama,toponyme::yokohama,toponyme,GPE,a,cadre,objet,2,obl:arg,42130
6439,6439,1001,2172,,vit,voir,False,1507,des navires,navires,vehicule::navires,vehicule,VEH,,cadre,objet,2,obj,42137
6445,6445,1002,2174,,allait,aller,True,1509,macao,macao,toponyme::macao,toponyme,GPE,a;jusque,destination,ud_ancetre_verbe,10,obl:arg,42180
6447,6447,1002,2174,,dût,devoir,False,1509,macao,macao,toponyme::macao,toponyme,GPE,a;jusque,cadre,ud_ancetre_verbe,5,obl:arg,42180
6447,6447,1002,2174,,dût,devoir,False,1510,l' avant-port,avant-port,lieu_precis::avant port,lieu_precis,FAC,sur,cadre,ud_ancetre_verbe,15,obl:mod,42188
6448,6448,1002,2174,,pousser,pousser,False,1509,macao,macao,toponyme::macao,toponyme,GPE,a;jusque,cadre,objet,3,obl:arg,42180
6448,6448,1002,2174,,pousser,pousser,False,1510,l' avant-port,avant-port,lieu_precis::avant port,lieu_precis,FAC,sur,cadre,ud_ancetre_verbe,13,obl:mod,42188
6449,6449,1002,2174,,accosté,accoster,True,1509,macao,macao,toponyme::macao,toponyme,GPE,a;jusque,destination,phrase_proche_deplacement,5,obl:arg,42180
6449,6449,1002,2174,,accosté,accoster,True,1510,l' avant-port,avant-port,lieu_precis::avant port,lieu_precis,FAC,sur,destination,ud_ancetre_verbe,5,obl:mod,42188
6450,6450,1002,2174,,accosté,accoster,True,1509,macao,macao,toponyme::macao,toponyme,GPE,a;jusque,destination,phrase_proche_deplacement,5,obl:arg,42180
6450,6450,1002,2174,,accosté,accoster,True,1510,l' avant-port,avant-port,lieu_precis::avant port,lieu_precis,FAC,sur,destination,objet,5,obl:mod,42188
6451,6451,1003,2175,,cherche,cherche,False,1511,un bateau,bateau,vehicule::bateau,vehicule,VEH,,cadre,objet,1,obj,42199
6454,6454,1004,2176,,avez,avoir,False,1512,un bateau prêt à partir,bateau prêt à partir,vehicule::bateau pret a partir,vehicule,VEH,,cadre,objet,1,obj,42213
6455,6455,1004,2176,,partir,partir,True,1512,un bateau prêt à partir,bateau prêt à partir,vehicule::bateau pret a partir,vehicule,VEH,,source,phrase_proche_deplacement,4,obj,42213
6462,6462,1012,2186,,chargez,charger,False,1515,yokohama,yokohama,toponyme::yokohama,toponyme,GPE,a,cadre,ud_ancetre_verbe,6,obl:arg,42296
6463,6463,1012,2186,,conduire,conduire,False,1515,yokohama,yokohama,toponyme::yokohama,toponyme,GPE,a,cadre,ud_ancetre_verbe,2,obl:arg,42296
6464,6464,1012,2186,,conduire,conduire,False,1515,yokohama,yokohama,toponyme::yokohama,toponyme,GPE,a,cadre,objet,2,obl:arg,42296
6471,6471,1015,2189,,manqué,manquer,False,1516,du carnatic,carnatic,vehicule::carnatic,vehicule,VEH,de,source,objet,3,nmod,42333
6473,6473,1015,2189,,prendre,prendre,False,1518,le paquebot de san francisco,paquebot de san francisco,vehicule::paquebot de san francisco,vehicule,FAC,pour,destination,objet,1,obj,42354
6473,6473,1015,2189,,prendre,prendre,False,1519,san francisco,san francisco,toponyme::san francisco,toponyme,GPE,de,source,objet,4,nmod,42356
6484,6484,1020,2195,,regardait,regarder,False,1520,la mer,mer,toponyme::mer,toponyme,LOC,,cadre,objet,1,obj,42430
6486,6486,1020,2195,,gagner,gagner,True,1520,la mer,mer,toponyme::mer,toponyme,LOC,,destination,phrase_proche_deplacement,9,obj,42430
6501,6501,1026,2203,,puis,pouvoir,False,1521,un bateau de vingt tonneaux,bateau de vingt tonneaux,vehicule::bateau de vingt tonneaux,vehicule,VEH,sur,cadre,objet,20,nmod,42563
6503,6503,1026,2204,,arriverions,arriver,True,1522,hong - kong,hong - kong,toponyme::hong kong,toponyme,GPE,de,source,ud_ancetre_verbe,14,nmod,42598
6503,6503,1026,2204,,arriverions,arriver,True,1523,yokohama,yokohama,toponyme::yokohama,toponyme,GPE,a,destination,ud_ancetre_verbe,18,obl:mod,42594
6504,6504,1026,2204,,arriverions,arriver,True,1522,hong - kong,hong - kong,toponyme::hong kong,toponyme,GPE,de,source,ud_ancetre_verbe,14,nmod,42598
6504,6504,1026,2204,,arriverions,arriver,True,1523,yokohama,yokohama,toponyme::yokohama,toponyme,GPE,a,destination,ud_ancetre_verbe,18,obl:mod,42594
6505,6505,1026,2204,,a,avoir,False,1522,hong - kong,hong - kong,toponyme::hong kong,toponyme,GPE,de,source,ud_ancetre_verbe,6,nmod,42598
6505,6505,1026,2204,,a,avoir,False,1523,yokohama,yokohama,toponyme::yokohama,toponyme,GPE,a,cadre,ud_ancetre_verbe,10,obl:mod,42594
6506,6506,1026,2204,,a,avoir,False,1522,hong - kong,hong - kong,toponyme::hong kong,toponyme,GPE,de,source,objet,6,nmod,42598
6506,6506,1026,2204,,a,avoir,False,1523,yokohama,yokohama,toponyme::yokohama,toponyme,GPE,a,cadre,ud_ancetre_verbe,10,obl:mod,42594
6507,6507,1026,2204,,a,avoir,False,1522,hong - kong,hong - kong,toponyme::hong kong,toponyme,GPE,de,source,ud_ancetre_verbe,6,nmod,42598
6507,6507,1026,2204,,a,avoir,False,1523,yokohama,yokohama,toponyme::yokohama,toponyme,GPE,a,cadre,objet,10,obl:mod,42594
6516,6516,1033,2211,,allant,aller,True,1524,nagasaki,nagasaki,toponyme::nagasaki,toponyme,GPE,a;en,destination,objet,2,obl:arg,42663
6516,6516,1033,2211,,allant,aller,True,1525,l' extrémité sud du japon,extrémité sud du japon,toponyme::extremite sud du japon,toponyme,LOC,a,destination,objet,4,appos,42665
6516,6516,1033,2211,,allant,aller,True,1526,du japon,japon,toponyme::japon,toponyme,GPE,de,source,objet,7,nmod,42668
6516,6516,1033,2211,,allant,aller,True,1527,shangaï,shangaï,toponyme::shangai,toponyme,GPE,a,destination,objet,17,conj,42665
6516,6516,1033,2211,,allant,aller,True,1528,hong - kong,hong - kong,toponyme::hong kong,toponyme,GPE,de,source,objet,24,nmod,42665
6517,6517,1033,2212,,éloignerait,éloigner,False,1529,la côte chinoise,côte chinoise,toponyme::cote chinoise,toponyme,LOC,de,source,ud_ancetre_verbe,3,obl:arg,42699
6517,6517,1033,2212,,éloignerait,éloigner,False,1531,au nord,nord,toponyme::nord,toponyme,LOC,au,cadre,ud_ancetre_verbe,22,obl:mod,42720
6518,6518,1033,2212,,éloignerait,éloigner,False,1529,la côte chinoise,côte chinoise,toponyme::cote chinoise,toponyme,LOC,de,source,ud_ancetre_verbe,3,obl:arg,42699
6518,6518,1033,2212,,éloignerait,éloigner,False,1531,au nord,nord,toponyme::nord,toponyme,LOC,au,cadre,ud_ancetre_verbe,22,obl:mod,42720
6519,6519,1033,2212,,éloignerait,éloigner,False,1529,la côte chinoise,côte chinoise,toponyme::cote chinoise,toponyme,LOC,de,source,objet,3,obl:arg,42699
6519,6519,1033,2212,,éloignerait,éloigner,False,1531,au nord,nord,toponyme::nord,toponyme,LOC,au,cadre,ud_ancetre_verbe,22,obl:mod,42720
6520,6520,1033,2212,,portent,porter,False,1531,au nord,nord,toponyme::nord,toponyme,LOC,au,cadre,ud_ancetre_verbe,1,obl:mod,42720
6521,6521,1033,2212,,portent,porter,False,1531,au nord,nord,toponyme::nord,toponyme,LOC,au,cadre,objet,1,obl:mod,42720
6523,6523,1034,2213,,dois,devoir,False,1533,la malle américaine,malle américaine,vehicule::malle americaine,vehicule,VEH,,cadre,ud_ancetre_verbe,2,obj,42738
6523,6523,1034,2213,,dois,devoir,False,1534,shangaï,shangaï,toponyme::shangai,toponyme,GPE,a,cadre,ud_ancetre_verbe,9,conj,42738
6523,6523,1034,2213,,dois,devoir,False,1535,nagasaki,nagasaki,toponyme::nagasaki,toponyme,GPE,a,cadre,ud_ancetre_verbe,12,conj,42746
6524,6524,1034,2213,,prendre,prendre,False,1533,la malle américaine,malle américaine,vehicule::malle americaine,vehicule,VEH,,cadre,objet,1,obj,42738
6524,6524,1034,2213,,prendre,prendre,False,1534,shangaï,shangaï,toponyme::shangai,toponyme,GPE,a,cadre,ud_ancetre_verbe,8,conj,42738
6524,6524,1034,2213,,prendre,prendre,False,1535,nagasaki,nagasaki,toponyme::nagasaki,toponyme,GPE,a,cadre,ud_ancetre_verbe,11,conj,42746
6526,6526,1035,2215,,part,partir,True,1536,san francisco,san francisco,toponyme::san francisco,toponyme,GPE,de,source,sujet,3,nmod,42760
6526,6526,1035,2215,,part,partir,True,1537,yokohama,yokohama,toponyme::yokohama,toponyme,GPE,de,source,objet,3,obl:arg,42765
6527,6527,1035,2216,,fait,faire,False,1538,yokohama,yokohama,toponyme::yokohama,toponyme,GPE,a,cadre,ud_ancetre_verbe,3,obl:arg,42771
6527,6527,1035,2216,,fait,faire,False,1539,nagasaki,nagasaki,toponyme::nagasaki,toponyme,GPE,a,cadre,ud_ancetre_verbe,6,conj,42774
6527,6527,1035,2216,,fait,faire,False,1540,son,son,toponyme::son,toponyme,GPE,,cadre,ud_ancetre_verbe,9,det,42781
6527,6527,1035,2216,,fait,faire,False,1541,shangaï,shangaï,toponyme::shangai,toponyme,GPE,de,source,ud_ancetre_verbe,14,conj,42771
6528,6528,1035,2216,,fait,faire,False,1538,yokohama,yokohama,toponyme::yokohama,toponyme,GPE,a,cadre,objet,3,obl:arg,42771
6528,6528,1035,2216,,fait,faire,False,1539,nagasaki,nagasaki,toponyme::nagasaki,toponyme,GPE,a,cadre,objet,6,conj,42774
6528,6528,1035,2216,,fait,faire,False,1540,son,son,toponyme::son,toponyme,GPE,,cadre,ud_ancetre_verbe,9,det,42781
6528,6528,1035,2216,,fait,faire,False,1541,shangaï,shangaï,toponyme::shangai,toponyme,GPE,de,source,ud_ancetre_verbe,14,conj,42771
6530,6530,1038,2219,,quitte,quitte,False,1542,le paquebot,paquebot,vehicule::paquebot,vehicule,VEH,,cadre,sujet,2,nsubj,42804
6530,6530,1038,2219,,quitte,quitte,False,1543,shangaï,shangaï,toponyme::shangai,toponyme,GPE,,cadre,objet,3,obj,42804
6537,6537,1039,2222,,enlever,enlever,False,1545,shangaï,shangaï,toponyme::shangai,toponyme,GPE,de,source,ud_ancetre_verbe,9,obl:arg,42874
6538,6538,1039,2222,,séparent,séparer,False,1545,shangaï,shangaï,toponyme::shangai,toponyme,GPE,de,source,ud_ancetre_verbe,2,obl:arg,42874
6539,6539,1039,2222,,séparent,séparer,False,1545,shangaï,shangaï,toponyme::shangai,toponyme,GPE,de,source,objet,2,obl:arg,42874
6568,6568,1051,2237,,rendait,rendre,False,1548,au bateau-pilote,bateau-pilote,vehicule::bateau pilote,vehicule,VEH,au,cadre,ud_ancetre_verbe,1,obl:arg,43036
6569,6569,1051,2237,,rendait,rendre,False,1548,au bateau-pilote,bateau-pilote,vehicule::bateau pilote,vehicule,VEH,au,cadre,objet,1,obl:arg,43036
6570,6570,1051,2237,,dirigèrent,diriger,False,1548,au bateau-pilote,bateau-pilote,vehicule::bateau pilote,vehicule,VEH,au,cadre,ud_ancetre_verbe,6,obl:arg,43036
6570,6570,1051,2237,,dirigèrent,diriger,False,1549,hong -,hong -,toponyme::hong,toponyme,GPE,de,source,ud_ancetre_verbe,8,nmod,43049
6570,6570,1051,2237,,dirigèrent,diriger,False,1550,kong,kong,toponyme::kong,toponyme,GPE,de,source,ud_ancetre_verbe,10,nmod,43049
6571,6571,1051,2237,,dirigèrent,diriger,False,1548,au bateau-pilote,bateau-pilote,vehicule::bateau pilote,vehicule,VEH,au,cadre,ud_ancetre_verbe,6,obl:arg,43036
6571,6571,1051,2237,,dirigèrent,diriger,False,1549,hong -,hong -,toponyme::hong,toponyme,GPE,de,source,objet,8,nmod,43049
6571,6571,1051,2237,,dirigèrent,diriger,False,1550,kong,kong,toponyme::kong,toponyme,GPE,de,source,objet,10,nmod,43049
6572,6572,1051,2238,,donna,donner,False,1551,là,là,lieu_precis::la,lieu_precis,FAC,,cadre,ud_ancetre_verbe,4,advmod,43059
6575,6575,1051,2239,,remplie,remplir,True,1552,le palanquin,palanquin,vehicule::palanquin,vehicule,VEH,,cadre,ud_ancetre_verbe,8,nsubj,43101
6575,6575,1051,2239,,remplie,remplir,True,1553,l' hôtel,hôtel,lieu_precis::hotel,lieu_precis,FAC,a,destination,ud_ancetre_verbe,15,obl:arg,43090
6576,6576,1051,2239,,touché,toucher,True,1552,le palanquin,palanquin,vehicule::palanquin,vehicule,VEH,,cadre,sujet,5,nsubj,43101
6576,6576,1051,2239,,touché,toucher,True,1553,l' hôtel,hôtel,lieu_precis::hotel,lieu_precis,FAC,a,destination,objet,2,obl:arg,43090
6578,6578,1051,2239,,ramena,ramener,False,1552,le palanquin,palanquin,vehicule::palanquin,vehicule,VEH,,cadre,sujet,16,nsubj,43101
6578,6578,1051,2239,,ramena,ramener,False,1553,l' hôtel,hôtel,lieu_precis::hotel,lieu_precis,FAC,a,cadre,ud_ancetre_verbe,9,obl:arg,43090
6579,6579,1051,2239,,ramena,ramener,False,1552,le palanquin,palanquin,vehicule::palanquin,vehicule,VEH,,cadre,sujet,16,nsubj,43101
6579,6579,1051,2239,,ramena,ramener,False,1553,l' hôtel,hôtel,lieu_precis::hotel,lieu_precis,FAC,a,cadre,ud_ancetre_verbe,9,obl:arg,43090
6581,6581,1052,2241,,embarqués,embarquer,True,1555,le bateau-pilote n° 43,bateau-pilote n° 43,vehicule::bateau pilote n° 43,vehicule,VEH,,source,phrase_proche_deplacement,12,nsubj,43127
6581,6581,1052,2241,,embarqués,embarquer,True,1556,son,son,vehicule::son,vehicule,VEH,,source,phrase_proche_deplacement,7,det,43118
6582,6582,1052,2241,,appareiller,appareiller,True,1555,le bateau-pilote n° 43,bateau-pilote n° 43,vehicule::bateau pilote n° 43,vehicule,VEH,,cadre,sujet,17,nsubj,43127
6582,6582,1052,2241,,appareiller,appareiller,True,1556,son,son,vehicule::son,vehicule,VEH,,cadre,sujet,12,det,43118
6584,6584,1053,2242,,dit,dire,False,1558,un yacht de course,yacht de course,vehicule::yacht de course,vehicule,VEH,,cadre,objet,1,obj,43166
6603,6603,1054,2248,,aventurent,aventurer,False,1561,ces mers,ces mers,toponyme::ces mers,toponyme,LOC,,cadre,ud_ancetre_verbe,10,obj,43298
6604,6604,1054,2248,,aventurent,aventurer,False,1561,ces mers,ces mers,toponyme::ces mers,toponyme,LOC,,cadre,ud_ancetre_verbe,10,obj,43298
6605,6605,1054,2248,,aventurent,aventurer,False,1561,ces mers,ces mers,toponyme::ces mers,toponyme,LOC,,cadre,ud_ancetre_verbe,10,obj,43298
6606,6606,1054,2248,,connaissent,connaître,False,1561,ces mers,ces mers,toponyme::ces mers,toponyme,LOC,,cadre,objet,2,obj,43298
6612,6612,1055,2253,,descendait,descendre,True,1563,la goélette,goélette,vehicule::goelette,vehicule,VEH,de,source,objet,4,nmod,43365
6612,6612,1055,2253,,descendait,descendre,True,1564,une chambre carrée,e chambre carrée,lieu_precis::e chambre carree,lieu_precis,FAC,dans,destination,ud_ancetre_verbe,2,obl:arg,43371
6613,6613,1055,2253,,descendait,descendre,True,1563,la goélette,goélette,vehicule::goelette,vehicule,VEH,de,source,ud_ancetre_verbe,4,nmod,43365
6613,6613,1055,2253,,descendait,descendre,True,1564,une chambre carrée,e chambre carrée,lieu_precis::e chambre carree,lieu_precis,FAC,dans,destination,objet,2,obl:arg,43371
6627,6627,1059,2260,,battait,battre,True,1566,angleterre,angleterre,toponyme::angleterre,toponyme,GPE,de,source,sujet,1,nmod,43491
6627,6627,1059,2260,,battait,battre,True,1567,la goélette,goélette,vehicule::goelette,vehicule,VEH,de,source,objet,5,nmod,43497
6628,6628,1059,2261,,assis,asseoir,False,1568,le pont,pont,lieu_precis::pont,lieu_precis,FAC,sur,cadre,objet,2,obl:arg,43505
6629,6629,1059,2263,,jetèrent,jeter,True,1569,le quai,quai,lieu_precis::quai,lieu_precis,FAC,sur,cadre,ud_ancetre_verbe,5,obl:arg,43516
6630,6630,1059,2263,,jetèrent,jeter,True,1569,le quai,quai,lieu_precis::quai,lieu_precis,FAC,sur,cadre,objet,5,obl:arg,43516
6632,6632,1059,2263,,apparaîtrait,apparaître,True,1569,le quai,quai,lieu_precis::quai,lieu_precis,FAC,sur,cadre,phrase_proche_deplacement,9,obl:arg,43516
6644,6644,1061,2266,,passa,passer,True,1570,la tankadère,tankadère,vehicule::tankadere,vehicule,VEH,,cadre,ud_ancetre_verbe,5,nsubj,43630
6645,6645,1061,2266,,prenant,prendre,False,1570,la tankadère,tankadère,vehicule::tankadere,vehicule,VEH,,cadre,sujet,3,nsubj,43630
6646,6646,1061,2266,,prenant,prendre,False,1570,la tankadère,tankadère,vehicule::tankadere,vehicule,VEH,,cadre,sujet,3,nsubj,43630
6647,6647,1061,2266,,élança,élancer,False,1570,la tankadère,tankadère,vehicule::tankadere,vehicule,VEH,,cadre,sujet,17,nsubj,43630
6648,6648,1061,2266,,bondissant,bondir,True,1570,la tankadère,tankadère,vehicule::tankadere,vehicule,VEH,,cadre,sujet,19,nsubj,43630
6652,6652,1063,2269,,conduire,conduire,False,1573,yokohama,yokohama,toponyme::yokohama,toponyme,GPE,a;jusque,cadre,ud_ancetre_verbe,5,obl:mod,43712
6653,6653,1063,2269,,conduire,conduire,False,1573,yokohama,yokohama,toponyme::yokohama,toponyme,GPE,a;jusque,cadre,objet,5,obl:mod,43712
6658,6658,1063,2270,,remonter,remonter,True,1574,shangaï,shangaï,toponyme::shangai,toponyme,GPE,a;jusque,destination,objet,3,obl:arg,43757
6665,6665,1064,2272,,navigua,naviguer,True,1575,la tankadère,tankadère,vehicule::tankadere,vehicule,VEH,,cadre,sujet,2,nsubj,43799
6665,6665,1064,2272,,navigua,naviguer,True,1576,hong - kong,hong - kong,toponyme::hong kong,toponyme,GPE,de,source,ud_ancetre_verbe,6,nmod,43802
6666,6666,1064,2272,,navigua,naviguer,True,1575,la tankadère,tankadère,vehicule::tankadere,vehicule,VEH,,cadre,sujet,2,nsubj,43799
6666,6666,1064,2272,,navigua,naviguer,True,1576,hong - kong,hong - kong,toponyme::hong kong,toponyme,GPE,de,source,objet,6,nmod,43802
6671,6671,1065,2273,,dit,dire,False,1578,la goélette,goélette,vehicule::goelette,vehicule,VEH,au,cadre,ud_ancetre_verbe,6,nsubj,43844
6672,6672,1065,2273,,donnait,donner,False,1578,la goélette,goélette,vehicule::goelette,vehicule,VEH,au,cadre,sujet,2,nsubj,43844
6673,6673,1065,2273,,donnait,donner,False,1578,la goélette,goélette,vehicule::goelette,vehicule,VEH,au,cadre,sujet,2,nsubj,43844
6684,6684,1066,2276,,ajouteraient,ajouter,False,1579,l' embarcation,embarcation,vehicule::embarcation,vehicule,VEH,a,cadre,ud_ancetre_verbe,9,obj,43899
6685,6685,1066,2276,,ajouteraient,ajouter,False,1579,l' embarcation,embarcation,vehicule::embarcation,vehicule,VEH,a,cadre,ud_ancetre_verbe,9,obj,43899
6686,6686,1066,2276,,serviraient,servir,False,1579,l' embarcation,embarcation,vehicule::embarcation,vehicule,VEH,a,cadre,ud_ancetre_verbe,4,obj,43899
6687,6687,1066,2276,,assommer,assommer,False,1579,l' embarcation,embarcation,vehicule::embarcation,vehicule,VEH,a,cadre,objet,1,obj,43899
6691,6691,1068,2279,,regardait,regarder,False,1580,la mer houleuse,mer houleuse,toponyme::mer houleuse,toponyme,LOC,,cadre,ud_ancetre_verbe,3,obj,43946
6692,6692,1068,2279,,regardait,regarder,False,1580,la mer houleuse,mer houleuse,toponyme::mer houleuse,toponyme,LOC,,cadre,objet,3,obj,43946
6694,6694,1068,2280,,assise,asseoir,False,1581,l' arrière,arrière,vehicule::arriere,vehicule,VEH,a,cadre,objet,2,obl:arg,43957
6695,6695,1068,2280,,sentait,sentir,False,1581,l' arrière,arrière,vehicule::arriere,vehicule,VEH,a,cadre,ud_ancetre_verbe,4,obl:arg,43957
6695,6695,1068,2280,,sentait,sentir,False,1582,cet océan,cet océan,toponyme::cet ocean,toponyme,LOC,en,cadre,ud_ancetre_verbe,4,obj,43966
6696,6696,1068,2280,,émue,émouvoir,False,1582,cet océan,cet océan,toponyme::cet ocean,toponyme,LOC,en,cadre,ud_ancetre_verbe,3,obj,43966
6697,6697,1068,2280,,contemplant,contempler,False,1582,cet océan,cet océan,toponyme::cet ocean,toponyme,LOC,en,cadre,objet,1,obj,43966
6698,6698,1068,2280,,assombri,assombrir,False,1583,une frêle embarcation,e frêle embarcation,vehicule::e frele embarcation,vehicule,VEH,sur,cadre,ud_ancetre_verbe,10,obl:mod,43978
6699,6699,1068,2280,,bravait,braver,False,1583,une frêle embarcation,e frêle embarcation,vehicule::e frele embarcation,vehicule,VEH,sur,cadre,ud_ancetre_verbe,2,obl:mod,43978
6700,6700,1068,2280,,bravait,braver,False,1583,une frêle embarcation,e frêle embarcation,vehicule::e frele embarcation,vehicule,VEH,sur,cadre,objet,2,obl:mod,43978
6708,6708,1068,2282,,semblait,sembler,False,1584,la goélette,goélette,vehicule::goelette,vehicule,VEH,,cadre,sujet,8,nsubj,44015
6709,6709,1068,2282,,voler,voler,False,1584,la goélette,goélette,vehicule::goelette,vehicule,VEH,,cadre,sujet,9,nsubj,44015
6711,6711,1069,2284,,entrait,entrer,True,1585,la lune,lune,toponyme::lune,toponyme,LOC,,destination,sujet,2,nsubj,44027
6721,6721,1070,2287,,brisée,briser,False,1587,la goélette,goélette,vehicule::goelette,vehicule,VEH,,cadre,sujet,4,nsubj,44110
6722,6722,1070,2287,,brisée,briser,False,1587,la goélette,goélette,vehicule::goelette,vehicule,VEH,,cadre,sujet,4,nsubj,44110
6723,6723,1071,2288,,rêvait,rêver,False,1588,l' embarcation,embarcation,vehicule::embarcation,vehicule,VEH,de,source,objet,5,nmod,44119
6733,6733,1071,2292,,paraissait,paraître,True,1589,yokohama,yokohama,toponyme::yokohama,toponyme,GPE,a,destination,ud_ancetre_verbe,11,obl:arg,44174
6734,6734,1071,2292,,arrêterait,arrêter,False,1589,yokohama,yokohama,toponyme::yokohama,toponyme,GPE,a,cadre,ud_ancetre_verbe,3,obl:arg,44174
6734,6734,1071,2292,,arrêterait,arrêter,False,1590,le paquebot de san,paquebot de san,vehicule::paquebot de san,vehicule,FAC,,cadre,ud_ancetre_verbe,9,obj,44181
6734,6734,1071,2292,,arrêterait,arrêter,False,1591,san francisco,san francisco,toponyme::san francisco,toponyme,GPE,de,source,ud_ancetre_verbe,12,nmod,44184
6735,6735,1071,2292,,arrêterait,arrêter,False,1589,yokohama,yokohama,toponyme::yokohama,toponyme,GPE,a,cadre,objet,3,obl:arg,44174
6735,6735,1071,2292,,arrêterait,arrêter,False,1590,le paquebot de san,paquebot de san,vehicule::paquebot de san,vehicule,FAC,,cadre,ud_ancetre_verbe,9,obj,44181
6735,6735,1071,2292,,arrêterait,arrêter,False,1591,san francisco,san francisco,toponyme::san francisco,toponyme,GPE,de,source,ud_ancetre_verbe,12,nmod,44184
6736,6736,1071,2292,,prendrait,prendre,False,1590,le paquebot de san,paquebot de san,vehicule::paquebot de san,vehicule,FAC,,cadre,objet,2,obj,44181
6736,6736,1071,2292,,prendrait,prendre,False,1591,san francisco,san francisco,toponyme::san francisco,toponyme,GPE,de,source,objet,5,nmod,44184
6736,6736,1071,2292,,prendrait,prendre,False,1592,l' amérique,amérique,toponyme::amerique,toponyme,GPE,de,source,ud_ancetre_verbe,10,obj,44190
6737,6737,1071,2292,,atteindre,atteindre,True,1590,le paquebot de san,paquebot de san,vehicule::paquebot de san,vehicule,FAC,,destination,phrase_proche_deplacement,7,obj,44181
6737,6737,1071,2292,,atteindre,atteindre,True,1591,san francisco,san francisco,toponyme::san francisco,toponyme,GPE,de,source,phrase_proche_deplacement,4,nmod,44184
6737,6737,1071,2292,,atteindre,atteindre,True,1592,l' amérique,amérique,toponyme::amerique,toponyme,GPE,de,source,objet,1,obj,44190
6743,6743,1072,2294,,embarquer,embarquer,True,1594,angleterre,angleterre,toponyme::angleterre,toponyme,GPE,en,source,ud_ancetre_verbe,2,obl:arg,44223
6743,6743,1072,2294,,embarquer,embarquer,True,1595,les états-unis,s états-unis,toponyme::s etats unis,toponyme,GPE,en;pour,source,ud_ancetre_verbe,4,obl:arg,44223
6744,6744,1072,2294,,embarquer,embarquer,True,1594,angleterre,angleterre,toponyme::angleterre,toponyme,GPE,en,source,objet,2,obl:arg,44223
6744,6744,1072,2294,,embarquer,embarquer,True,1595,les états-unis,s états-unis,toponyme::s etats unis,toponyme,GPE,en;pour,source,ud_ancetre_verbe,4,obl:arg,44223
6745,6745,1072,2294,,embarquer,embarquer,True,1594,angleterre,angleterre,toponyme::angleterre,toponyme,GPE,en,source,ud_ancetre_verbe,2,obl:arg,44223
6745,6745,1072,2294,,embarquer,embarquer,True,1595,les états-unis,s états-unis,toponyme::s etats unis,toponyme,GPE,en;pour,source,objet,4,obl:arg,44223
6746,6746,1072,2294,,embarquer,embarquer,True,1594,angleterre,angleterre,toponyme::angleterre,toponyme,GPE,en,source,ud_ancetre_verbe,2,obl:arg,44223
6746,6746,1072,2294,,embarquer,embarquer,True,1595,les états-unis,s états-unis,toponyme::s etats unis,toponyme,GPE,en;pour,source,ud_ancetre_verbe,4,obl:arg,44223
