triplet_row,triplet_id,Num_paragr,Num_phrase,chapter,verbe,lemme_verbe,est_verbe_deplacement,lieu_entity_id,lieu_texte,lieu_normalise,lieu_id_auto,niveau_lieu,lieu_cat,prep_lieu,relation_lieu,lien_triptyque_lieu,distance_verbe_lieu,head_dependency_relation,head_syntactic_head_ID
0,0,0,0,1.0,portant,porter,False,1,saville - row,saville - row,lieu_precis::saville row,lieu_precis,FAC,de,source,objet,5,nmod,9
0,0,0,0,1.0,portant,porter,False,2,burlington gardens,burlington gardens,lieu_precis::burlington gardens,lieu_precis,FAC,,cadre,objet,9,appos,9
1,1,0,0,1.0,mourut,mourir,False,3,laquelle,quelle,lieu_precis::quelle,lieu_precis,FAC,dans,cadre,ud_ancetre_verbe,2,dep,23
2,2,0,0,1.0,habitée,habiter,False,0,la maison,maison,lieu_precis::maison,lieu_precis,FAC,,cadre,sujet,24,nsubj:pass,29
2,2,0,0,1.0,habitée,habiter,False,4,londres,londres,toponyme::londres,toponyme,GPE,de,source,ud_ancetre_verbe,24,nmod,51
3,3,0,0,1.0,habitée,habiter,False,0,la maison,maison,lieu_precis::maison,lieu_precis,FAC,,cadre,sujet,24,nsubj:pass,29
3,3,0,0,1.0,habitée,habiter,False,4,londres,londres,toponyme::londres,toponyme,GPE,de,source,ud_ancetre_verbe,24,nmod,51
4,4,0,0,1.0,habitée,habiter,False,0,la maison,maison,lieu_precis::maison,lieu_precis,FAC,,cadre,sujet,24,nsubj:pass,29
4,4,0,0,1.0,habitée,habiter,False,4,londres,londres,toponyme::londres,toponyme,GPE,de,source,objet,24,nmod,51
5,5,0,0,1.0,semblât,sembler,False,0,la maison,maison,lieu_precis::maison,lieu_precis,FAC,,cadre,sujet,53,nsubj:pass,29
10,10,1,1,1.0,honorent,honorer,False,5,l' angleterre,angleterre,toponyme::angleterre,toponyme,GPE,,cadre,objet,1,obj,80
23,23,3,4,1.0,vu,voir,False,6,la cité,cité,toponyme::cite,toponyme,GPE,de,source,ud_ancetre_verbe,17,nmod,196
24,24,3,5,1.0,reçu,recevoir,False,7,les docks de londres,s docks de londres,toponyme::s docks de londres,toponyme,LOC,,cadre,sujet,7,conj,203
24,24,3,5,1.0,reçu,recevoir,False,8,londres,londres,toponyme::londres,toponyme,GPE,de,source,sujet,4,nmod,203
24,24,3,5,1.0,reçu,recevoir,False,9,un navire,navire,vehicule::navire,vehicule,VEH,,cadre,objet,1,obj,212
27,27,3,7,1.0,retenti,retentir,False,10,au temple,temple,lieu_precis::temple,lieu_precis,FAC,au,cadre,objet,8,conj,239
27,27,3,7,1.0,retenti,retentir,False,11,lincoln' s - inn,lincoln' s - inn,lieu_precis::lincoln' s inn,lieu_precis,FAC,a,cadre,objet,13,dep,245
27,27,3,7,1.0,retenti,retentir,False,12,gray' s - inn,gray' s - inn,lieu_precis::gray' s inn,lieu_precis,FAC,a,cadre,objet,20,dep,249
28,28,3,8,1.0,plaida,plaider,False,13,la reine,reine,lieu_precis::reine,lieu_precis,FAC,au;de,source,objet,12,nmod,274
29,29,3,10,1.0,faisait,faire,False,14,la grande-bretagne,grande-bretagne,toponyme::grande bretagne,toponyme,GPE,de,source,ud_ancetre_verbe,8,nmod,311
29,29,3,10,1.0,faisait,faire,False,15,londres,londres,toponyme::londres,toponyme,GPE,de,source,ud_ancetre_verbe,16,nmod,320
33,33,3,11,1.0,pullulent,pulluler,False,16,la capitale de,capitale de,toponyme::capitale de,toponyme,GPE,dans,cadre,objet,2,obl:mod,386
33,33,3,11,1.0,pullulent,pulluler,False,17,l' angleterre,angleterre,toponyme::angleterre,toponyme,GPE,de,source,objet,5,nmod,389
34,34,3,11,1.0,pullulent,pulluler,False,16,la capitale de,capitale de,toponyme::capitale de,toponyme,GPE,dans,cadre,ud_ancetre_verbe,2,obl:mod,386
34,34,3,11,1.0,pullulent,pulluler,False,17,l' angleterre,angleterre,toponyme::angleterre,toponyme,GPE,de,source,ud_ancetre_verbe,5,nmod,389
41,41,5,13,1.0,comptât,compter,False,18,cette honorable association,cette honorable association,lieu_precis::cette honorable association,lieu_precis,FAC,de,source,objet,5,nmod,444
43,43,5,13,1.0,passa,passer,True,18,cette honorable association,cette honorable association,lieu_precis::cette honorable association,lieu_precis,FAC,de,source,phrase_proche_deplacement,8,nmod,444
68,68,8,24,1.0,redressait,redresser,False,19,le club,club,lieu_precis::club,lieu_precis,FAC,dans,cadre,ud_ancetre_verbe,7,obl:mod,693
69,69,8,24,1.0,redressait,redresser,False,19,le club,club,lieu_precis::club,lieu_precis,FAC,dans,cadre,ud_ancetre_verbe,7,obl:mod,693
70,70,8,24,1.0,circulaient,circuler,True,19,le club,club,lieu_precis::club,lieu_precis,FAC,dans,destination,objet,2,obl:mod,693
71,71,8,24,1.0,circulaient,circuler,True,19,le club,club,lieu_precis::club,lieu_precis,FAC,dans,destination,ud_ancetre_verbe,2,obl:mod,693
81,81,9,26,1.0,est,être,False,20,londres,londres,toponyme::londres,toponyme,GPE,,cadre,ud_ancetre_verbe,14,obj,772
82,82,9,26,1.0,quitté,quitter,True,20,londres,londres,toponyme::londres,toponyme,GPE,,source,ud_ancetre_verbe,1,obj,772
83,83,9,26,1.0,quitté,quitter,True,20,londres,londres,toponyme::londres,toponyme,GPE,,source,objet,1,obj,772
86,86,9,27,1.0,attestaient,attester,False,21,ce chemin direct,ce chemin direct,lieu_precis::ce chemin direct,lieu_precis,FAC,sur,cadre,ud_ancetre_verbe,8,obl:mod,795
87,87,9,27,1.0,est,être,False,21,ce chemin direct,ce chemin direct,lieu_precis::ce chemin direct,lieu_precis,FAC,sur,cadre,objet,2,obl:mod,795
88,88,9,27,1.0,parcourait,parcourir,True,21,ce chemin direct,ce chemin direct,lieu_precis::ce chemin direct,lieu_precis,FAC,sur,cadre,phrase_proche_deplacement,5,obl:mod,795
88,88,9,27,1.0,parcourait,parcourir,True,22,sa maison,sa maison,lieu_precis::sa maison,lieu_precis,FAC,de;pour,source,ud_ancetre_verbe,6,obl:arg,806
88,88,9,27,1.0,parcourait,parcourir,True,23,au club,club,lieu_precis::club,lieu_precis,FAC,au;de,source,ud_ancetre_verbe,8,nmod,809
89,89,9,27,1.0,parcourait,parcourir,True,21,ce chemin direct,ce chemin direct,lieu_precis::ce chemin direct,lieu_precis,FAC,sur,cadre,phrase_proche_deplacement,5,obl:mod,795
89,89,9,27,1.0,parcourait,parcourir,True,22,sa maison,sa maison,lieu_precis::sa maison,lieu_precis,FAC,de;pour,source,ud_ancetre_verbe,6,obl:arg,806
89,89,9,27,1.0,parcourait,parcourir,True,23,au club,club,lieu_precis::club,lieu_precis,FAC,au;de,source,ud_ancetre_verbe,8,nmod,809
90,90,9,27,1.0,venir,venir,True,21,ce chemin direct,ce chemin direct,lieu_precis::ce chemin direct,lieu_precis,FAC,sur,cadre,phrase_proche_deplacement,9,obl:mod,795
90,90,9,27,1.0,venir,venir,True,22,sa maison,sa maison,lieu_precis::sa maison,lieu_precis,FAC,de;pour,source,objet,2,obl:arg,806
90,90,9,27,1.0,venir,venir,True,23,au club,club,lieu_precis::club,lieu_precis,FAC,au;de,source,objet,4,nmod,809
110,110,10,33,1.0,vivait,vivre,False,24,sa maison de saville - row,sa maison de saville - row,lieu_precis::sa maison de saville row,lieu_precis,FAC,dans,cadre,objet,3,obl:mod,966
110,110,10,33,1.0,vivait,vivre,False,25,saville - row,saville - row,lieu_precis::saville row,lieu_precis,FAC,de,source,objet,6,nmod,970
111,111,10,33,1.0,pénétrait,pénétrer,True,24,sa maison de saville - row,sa maison de saville - row,lieu_precis::sa maison de saville row,lieu_precis,FAC,dans,destination,phrase_proche_deplacement,10,obl:mod,966
111,111,10,33,1.0,pénétrait,pénétrer,True,25,saville - row,saville - row,lieu_precis::saville row,lieu_precis,FAC,de,source,phrase_proche_deplacement,7,nmod,970
114,114,10,36,1.0,Déjeunant,déjeuner,False,27,au club,club,lieu_precis::club,lieu_precis,FAC,au,cadre,ud_ancetre_verbe,3,obl:arg,1001
114,114,10,36,1.0,Déjeunant,déjeuner,False,28,la même salle,même salle,lieu_precis::meme salle,lieu_precis,FAC,dans,cadre,ud_ancetre_verbe,12,obl:mod,1001
115,115,10,36,1.0,dînant,dîner,False,27,au club,club,lieu_precis::club,lieu_precis,FAC,au,cadre,objet,1,obl:arg,1001
115,115,10,36,1.0,dînant,dîner,False,28,la même salle,même salle,lieu_precis::meme salle,lieu_precis,FAC,dans,cadre,ud_ancetre_verbe,10,obl:mod,1001
116,116,10,36,1.0,dînant,dîner,False,27,au club,club,lieu_precis::club,lieu_precis,FAC,au,cadre,ud_ancetre_verbe,1,obl:arg,1001
116,116,10,36,1.0,dînant,dîner,False,28,la même salle,même salle,lieu_precis::meme salle,lieu_precis,FAC,dans,cadre,ud_ancetre_verbe,10,obl:mod,1001
117,117,10,36,1.0,dînant,dîner,False,27,au club,club,lieu_precis::club,lieu_precis,FAC,au,cadre,ud_ancetre_verbe,1,obl:arg,1001
117,117,10,36,1.0,dînant,dîner,False,28,la même salle,même salle,lieu_precis::meme salle,lieu_precis,FAC,dans,cadre,objet,10,obl:mod,1001
118,118,10,36,1.0,dînant,dîner,False,27,au club,club,lieu_precis::club,lieu_precis,FAC,au,cadre,ud_ancetre_verbe,1,obl:arg,1001
118,118,10,36,1.0,dînant,dîner,False,28,la même salle,même salle,lieu_precis::meme salle,lieu_precis,FAC,dans,cadre,ud_ancetre_verbe,10,obl:mod,1001
120,120,10,36,1.0,traitant,traiter,False,27,au club,club,lieu_precis::club,lieu_precis,FAC,au,cadre,ud_ancetre_verbe,19,obl:arg,1001
120,120,10,36,1.0,traitant,traiter,False,28,la même salle,même salle,lieu_precis::meme salle,lieu_precis,FAC,dans,cadre,ud_ancetre_verbe,10,obl:mod,1001
122,122,10,36,1.0,rentrait,rentraire,False,29,ces chambres confortables,ces chambres confortables,lieu_precis::ces chambres confortables,lieu_precis,FAC,de,source,ud_ancetre_verbe,16,obl:arg,1047
123,123,10,36,1.0,coucher,coucher,False,29,ces chambres confortables,ces chambres confortables,lieu_precis::ces chambres confortables,lieu_precis,FAC,de,source,ud_ancetre_verbe,10,obl:arg,1047
124,124,10,36,1.0,coucher,coucher,False,29,ces chambres confortables,ces chambres confortables,lieu_precis::ces chambres confortables,lieu_precis,FAC,de,source,ud_ancetre_verbe,10,obl:arg,1047
125,125,10,36,1.0,user,user,False,29,ces chambres confortables,ces chambres confortables,lieu_precis::ces chambres confortables,lieu_precis,FAC,de,source,objet,2,obl:arg,1047
125,125,10,36,1.0,user,user,False,31,le reform - club,reform - club,lieu_precis::reform club,lieu_precis,FAC,,cadre,ud_ancetre_verbe,6,nsubj,1057
126,126,10,36,1.0,tient,tenir,False,31,le reform - club,reform - club,lieu_precis::reform club,lieu_precis,FAC,,cadre,sujet,4,nsubj,1057
126,126,10,36,1.0,tient,tenir,False,32,du cercle,cercle,lieu_precis::cercle,lieu_precis,FAC,de,source,ud_ancetre_verbe,6,nmod,1062
127,127,10,36,1.0,tient,tenir,False,31,le reform - club,reform - club,lieu_precis::reform club,lieu_precis,FAC,,cadre,sujet,4,nsubj,1057
127,127,10,36,1.0,tient,tenir,False,32,du cercle,cercle,lieu_precis::cercle,lieu_precis,FAC,de,source,objet,6,nmod,1062
128,128,10,37,1.0,passait,passer,True,33,son domicile,son domicile,lieu_precis::son domicile,lieu_precis,FAC,a,destination,ud_ancetre_verbe,3,obl:mod,1072
129,129,10,37,1.0,passait,passer,True,33,son domicile,son domicile,lieu_precis::son domicile,lieu_precis,FAC,a,destination,ud_ancetre_verbe,3,obl:mod,1072
130,130,10,37,1.0,passait,passer,True,33,son domicile,son domicile,lieu_precis::son domicile,lieu_precis,FAC,a,destination,objet,3,obl:mod,1072
134,134,10,38,1.0,promenait,promener,False,34,la salle d' entrée parquetée en marqueterie,salle d' entrée parquetée en marqueterie,lieu_precis::salle d' entree parquetee en marqueterie,lieu_precis,FAC,dans,cadre,ud_ancetre_verbe,12,obl:mod,1095
134,134,10,38,1.0,promenait,promener,False,35,la galerie circulaire,galerie circulaire,lieu_precis::galerie circulaire,lieu_precis,FAC,sur,cadre,ud_ancetre_verbe,22,conj,1108
135,135,10,38,1.0,promenait,promener,False,34,la salle d' entrée parquetée en marqueterie,salle d' entrée parquetée en marqueterie,lieu_precis::salle d' entree parquetee en marqueterie,lieu_precis,FAC,dans,cadre,ud_ancetre_verbe,12,obl:mod,1095
135,135,10,38,1.0,promenait,promener,False,35,la galerie circulaire,galerie circulaire,lieu_precis::galerie circulaire,lieu_precis,FAC,sur,cadre,ud_ancetre_verbe,22,conj,1108
136,136,10,38,1.0,promenait,promener,False,34,la salle d' entrée parquetée en marqueterie,salle d' entrée parquetée en marqueterie,lieu_precis::salle d' entree parquetee en marqueterie,lieu_precis,FAC,dans,cadre,objet,12,obl:mod,1095
136,136,10,38,1.0,promenait,promener,False,35,la galerie circulaire,galerie circulaire,lieu_precis::galerie circulaire,lieu_precis,FAC,sur,cadre,objet,22,conj,1108
137,137,10,38,1.0,parquetée,parqueter,False,34,la salle d' entrée parquetée en marqueterie,salle d' entrée parquetée en marqueterie,lieu_precis::salle d' entree parquetee en marqueterie,lieu_precis,FAC,dans,cadre,objet,4,obl:mod,1095
138,138,10,38,1.0,arrondit,arrondir,False,36,laquelle,quelle,lieu_precis::quelle,lieu_precis,FAC,au dessus;de,source,ud_ancetre_verbe,2,dep,1125
146,146,10,39,1.0,servaient,servir,False,40,saxe,saxe,toponyme::saxe,toponyme,GPE,de;en,source,objet,13,nmod,1209
150,150,10,39,1.0,venue,venir,True,42,du club,club,lieu_precis::club,lieu_precis,FAC,de,source,phrase_proche_deplacement,4,nmod,1246
150,150,10,39,1.0,venue,venir,True,43,des lacs d' amérique,cs d' amérique,toponyme::cs d' amerique,toponyme,LOC,a;de,source,objet,4,nmod,1254
150,150,10,39,1.0,venue,venir,True,44,amérique,amérique,toponyme::amerique,toponyme,GPE,de,source,objet,7,nmod,1256
158,158,12,41,1.0,recommandait,recommander,False,45,la maison de saville - row,maison de saville - row,lieu_precis::maison de saville row,lieu_precis,FAC,de,source,ud_ancetre_verbe,12,nsubj,1302
158,158,12,41,1.0,recommandait,recommander,False,46,la maison de saville,maison de saville,lieu_precis::maison de saville,lieu_precis,FAC,de,source,ud_ancetre_verbe,12,nsubj,1302
159,159,12,41,1.0,recommandait,recommander,False,45,la maison de saville - row,maison de saville - row,lieu_precis::maison de saville row,lieu_precis,FAC,de,source,ud_ancetre_verbe,12,nsubj,1302
159,159,12,41,1.0,recommandait,recommander,False,46,la maison de saville,maison de saville,lieu_precis::maison de saville,lieu_precis,FAC,de,source,ud_ancetre_verbe,12,nsubj,1302
186,186,13,46,1.0,devait,devoir,False,48,la maison,maison,lieu_precis::maison,lieu_precis,FAC,,cadre,ud_ancetre_verbe,8,obj,1492
186,186,13,46,1.0,devait,devoir,False,49,au reform - club,reform - club,lieu_precis::reform club,lieu_precis,FAC,au,cadre,ud_ancetre_verbe,13,obl:arg,1497
187,187,13,46,1.0,devait,devoir,False,48,la maison,maison,lieu_precis::maison,lieu_precis,FAC,,cadre,ud_ancetre_verbe,8,obj,1492
187,187,13,46,1.0,devait,devoir,False,49,au reform - club,reform - club,lieu_precis::reform club,lieu_precis,FAC,au,cadre,ud_ancetre_verbe,13,obl:arg,1497
188,188,13,46,1.0,suivant,suivre,True,48,la maison,maison,lieu_precis::maison,lieu_precis,FAC,,cadre,phrase_proche_deplacement,6,obj,1492
188,188,13,46,1.0,suivant,suivre,True,49,au reform - club,reform - club,lieu_precis::reform club,lieu_precis,FAC,au,destination,phrase_proche_deplacement,11,obl:arg,1497
189,189,13,46,1.0,quitter,quitter,True,48,la maison,maison,lieu_precis::maison,lieu_precis,FAC,,source,objet,1,obj,1492
189,189,13,46,1.0,quitter,quitter,True,49,au reform - club,reform - club,lieu_precis::reform club,lieu_precis,FAC,au,source,ud_ancetre_verbe,6,obl:arg,1497
190,190,13,46,1.0,rendre,rendre,False,49,au reform - club,reform - club,lieu_precis::reform club,lieu_precis,FAC,au,cadre,ud_ancetre_verbe,1,obl:arg,1497
191,191,13,46,1.0,rendre,rendre,False,49,au reform - club,reform - club,lieu_precis::reform club,lieu_precis,FAC,au,cadre,objet,1,obl:arg,1497
192,192,13,46,1.0,rendre,rendre,False,49,au reform - club,reform - club,lieu_precis::reform club,lieu_precis,FAC,au,cadre,objet,1,obl:arg,1497
193,193,13,46,1.0,rendre,rendre,False,49,au reform - club,reform - club,lieu_precis::reform club,lieu_precis,FAC,au,cadre,objet,1,obl:arg,1497
194,194,14,47,1.0,frappa,frapper,True,50,du petit salon,petit salon,lieu_precis::petit salon,lieu_precis,FAC,a;de,source,ud_ancetre_verbe,4,nmod,1511
194,194,14,47,1.0,frappa,frapper,True,51,lequel,quel,lieu_precis::quel,lieu_precis,FAC,dans,destination,ud_ancetre_verbe,8,obl:mod,1518
195,195,14,47,1.0,frappa,frapper,True,50,du petit salon,petit salon,lieu_precis::petit salon,lieu_precis,FAC,a;de,source,objet,4,nmod,1511
195,195,14,47,1.0,frappa,frapper,True,51,lequel,quel,lieu_precis::quel,lieu_precis,FAC,dans,destination,ud_ancetre_verbe,8,obl:mod,1518
196,196,14,47,1.0,tenait,tenir,False,51,lequel,quel,lieu_precis::quel,lieu_precis,FAC,dans,cadre,objet,2,obl:mod,1518
197,197,14,47,1.0,tenait,tenir,False,51,lequel,quel,lieu_precis::quel,lieu_precis,FAC,dans,cadre,ud_ancetre_verbe,2,obl:mod,1518
215,215,19,54,1.0,dansant,danser,True,52,un cirque,cirque,lieu_precis::cirque,lieu_precis,FAC,dans,destination,phrase_proche_deplacement,11,nmod,1630
216,216,19,54,1.0,dansant,danser,True,52,un cirque,cirque,lieu_precis::cirque,lieu_precis,FAC,dans,destination,phrase_proche_deplacement,11,nmod,1630
217,217,19,54,1.0,devenu,devenir,False,53,paris,paris,toponyme::paris,toponyme,GPE,a,cadre,ud_ancetre_verbe,26,obl:mod,1674
218,218,19,54,1.0,devenu,devenir,False,53,paris,paris,toponyme::paris,toponyme,GPE,a,cadre,objet,26,obl:mod,1674
222,222,19,56,1.0,voilà,voilà,False,54,la france,france,toponyme::france,toponyme,GPE,,cadre,ud_ancetre_verbe,7,obj,1698
223,223,19,56,1.0,quitté,quitter,True,54,la france,france,toponyme::france,toponyme,GPE,,source,objet,1,obj,1698
227,227,19,57,1.0,trouvant,trouver,False,56,du royaume - uni,royaume - uni,toponyme::royaume uni,toponyme,GPE,de,source,ud_ancetre_verbe,20,nmod,1735
228,228,19,57,1.0,trouvant,trouver,False,56,du royaume - uni,royaume - uni,toponyme::royaume uni,toponyme,GPE,de,source,ud_ancetre_verbe,20,nmod,1735
229,229,19,57,1.0,appris,apprendre,False,56,du royaume - uni,royaume - uni,toponyme::royaume uni,toponyme,GPE,de,source,ud_ancetre_verbe,15,nmod,1735
264,264,28,74,1.0,entendit,entendre,False,57,la rue,rue,lieu_precis::rue,lieu_precis,FAC,de,source,objet,4,nmod,1930
265,265,28,74,1.0,entendit,entendre,False,57,la rue,rue,lieu_precis::rue,lieu_precis,FAC,de,source,ud_ancetre_verbe,4,nmod,1930
271,271,29,75,1.0,demeura,demeurer,False,58,saville - row,saville - row,lieu_precis::saville row,lieu_precis,FAC,de,source,objet,6,nmod,1974
277,277,31,77,2.0,dire,dire,False,59,londres,londres,toponyme::londres,toponyme,GPE,a,cadre,ud_ancetre_verbe,19,obl:mod,2032
278,278,31,77,2.0,visitées,visiter,True,59,londres,londres,toponyme::londres,toponyme,GPE,a,destination,objet,2,obl:mod,2032
295,295,32,81,2.0,rencontrent,rencontrer,False,60,le royaume - uni,royaume - uni,toponyme::royaume uni,toponyme,GPE,dans,cadre,ud_ancetre_verbe,4,obl:mod,2182
296,296,32,81,2.0,rencontrent,rencontrer,False,60,le royaume - uni,royaume - uni,toponyme::royaume uni,toponyme,GPE,dans,cadre,objet,4,obl:mod,2182
297,297,32,81,2.0,rencontrent,rencontrer,False,60,le royaume - uni,royaume - uni,toponyme::royaume uni,toponyme,GPE,dans,cadre,objet,4,obl:mod,2182
298,298,32,81,2.0,rencontrent,rencontrer,False,60,le royaume - uni,royaume - uni,toponyme::royaume uni,toponyme,GPE,dans,cadre,objet,4,obl:mod,2182
328,328,34,92,2.0,habitait,habiter,False,62,l' angleterre,angleterre,toponyme::angleterre,toponyme,GPE,,cadre,objet,1,obj,2451
328,328,34,92,2.0,habitait,habiter,False,64,londres,londres,toponyme::londres,toponyme,GPE,a,cadre,ud_ancetre_verbe,7,obl:mod,2456
329,329,34,92,2.0,faisait,faire,False,64,londres,londres,toponyme::londres,toponyme,GPE,a,cadre,ud_ancetre_verbe,2,obl:mod,2456
330,330,34,92,2.0,faisait,faire,False,64,londres,londres,toponyme::londres,toponyme,GPE,a,cadre,objet,2,obl:mod,2456
331,331,34,92,2.0,faisait,faire,False,64,londres,londres,toponyme::londres,toponyme,GPE,a,cadre,ud_ancetre_verbe,2,obl:mod,2456
332,332,34,92,2.0,cherché,chercher,False,61,paris,paris,toponyme::paris,toponyme,GPE,de,source,objet,24,nmod,2442
332,332,34,92,2.0,cherché,chercher,False,62,l' angleterre,angleterre,toponyme::angleterre,toponyme,GPE,,cadre,ud_ancetre_verbe,16,obj,2451
333,333,34,92,2.0,cherché,chercher,False,61,paris,paris,toponyme::paris,toponyme,GPE,de,source,ud_ancetre_verbe,24,nmod,2442
333,333,34,92,2.0,cherché,chercher,False,62,l' angleterre,angleterre,toponyme::angleterre,toponyme,GPE,,cadre,ud_ancetre_verbe,16,obj,2451
334,334,34,92,2.0,cherché,chercher,False,61,paris,paris,toponyme::paris,toponyme,GPE,de,source,ud_ancetre_verbe,24,nmod,2442
334,334,34,92,2.0,cherché,chercher,False,62,l' angleterre,angleterre,toponyme::angleterre,toponyme,GPE,,cadre,ud_ancetre_verbe,16,obj,2451
368,368,36,102,2.0,vint,venir,True,65,angleterre,angleterre,toponyme::angleterre,toponyme,GPE,en,destination,ud_ancetre_verbe,4,obl:mod,2751
369,369,36,102,2.0,chercher,chercher,False,65,angleterre,angleterre,toponyme::angleterre,toponyme,GPE,en,cadre,ud_ancetre_verbe,3,obl:mod,2751
370,370,36,102,2.0,chercher,chercher,False,65,angleterre,angleterre,toponyme::angleterre,toponyme,GPE,en,cadre,objet,3,obl:mod,2751
375,375,36,105,2.0,fait,faire,False,66,dix maisons,dix maisons,lieu_precis::dix maisons,lieu_precis,FAC,,cadre,objet,1,obj,2779
378,378,36,107,2.0,passé,passer,True,67,hay - market,hay - market,toponyme::hay market,toponyme,GPE,de,source,ud_ancetre_verbe,11,nmod,2833
379,379,36,107,2.0,passé,passer,True,67,hay - market,hay - market,toponyme::hay market,toponyme,GPE,de,source,ud_ancetre_verbe,11,nmod,2833
380,380,36,107,2.0,passé,passer,True,67,hay - market,hay - market,toponyme::hay market,toponyme,GPE,de,source,ud_ancetre_verbe,11,nmod,2833
381,381,36,107,2.0,passé,passer,True,67,hay - market,hay - market,toponyme::hay market,toponyme,GPE,de,source,objet,11,nmod,2833
382,382,36,107,2.0,passé,passer,True,67,hay - market,hay - market,toponyme::hay market,toponyme,GPE,de,source,objet,11,nmod,2833
383,383,36,107,2.0,rentrait,rentraire,False,67,hay - market,hay - market,toponyme::hay market,toponyme,GPE,de,source,sujet,4,nmod,2833
383,383,36,107,2.0,rentrait,rentraire,False,68,au logis,logis,lieu_precis::logis,lieu_precis,FAC,au,cadre,objet,3,obl:arg,2840
384,384,36,107,2.0,rentrait,rentraire,False,67,hay - market,hay - market,toponyme::hay market,toponyme,GPE,de,source,sujet,4,nmod,2833
384,384,36,107,2.0,rentrait,rentraire,False,68,au logis,logis,lieu_precis::logis,lieu_precis,FAC,au,cadre,ud_ancetre_verbe,3,obl:arg,2840
403,403,37,113,2.0,trouvait,trouver,False,69,la maison de saville - row,maison de saville - row,lieu_precis::maison de saville row,lieu_precis,FAC,dans,cadre,ud_ancetre_verbe,4,obl:mod,2960
404,404,37,113,2.0,trouvait,trouver,False,69,la maison de saville - row,maison de saville - row,lieu_precis::maison de saville row,lieu_precis,FAC,dans,cadre,objet,4,obl:mod,2960
405,405,37,114,2.0,commença,commencer,False,70,en,en,lieu_precis::en,lieu_precis,FAC,,cadre,objet,1,iobj,2974
406,406,37,114,2.0,commença,commencer,False,70,en,en,lieu_precis::en,lieu_precis,FAC,,cadre,ud_ancetre_verbe,1,iobj,2974
407,407,37,115,2.0,parcourut,parcourir,True,72,la cave,cave,lieu_precis::cave,lieu_precis,FAC,de,source,ud_ancetre_verbe,2,obl:arg,2980
408,408,37,115,2.0,parcourut,parcourir,True,72,la cave,cave,lieu_precis::cave,lieu_precis,FAC,de,source,objet,2,obl:arg,2980
411,411,37,116,2.0,plut,pleuvoir,False,73,"cette maison propre , rangée , sévère , puritaine","cette maison propre , rangée , sévère , puritaine","lieu_precis::cette maison propre , rangee , severe , puritaine",lieu_precis,FAC,au,cadre,sujet,17,nsubj,3004
420,420,37,118,2.0,trouva,trouver,False,75,la chambre,chambre,lieu_precis::chambre,lieu_precis,FAC,,cadre,ud_ancetre_verbe,8,obj,3045
421,421,37,118,2.0,trouva,trouver,False,75,la chambre,chambre,lieu_precis::chambre,lieu_precis,FAC,,cadre,ud_ancetre_verbe,8,obj,3045
422,422,37,118,2.0,trouva,trouver,False,75,la chambre,chambre,lieu_precis::chambre,lieu_precis,FAC,,cadre,objet,8,obj,3045
425,425,37,120,2.0,mettaient,mettre,False,79,les appartements de l' entresol et du premier étage,s appartements de l' entresol et du premier étage,lieu_precis::s appartements de l' entresol et du premier etage,lieu_precis,FAC,de;en,source,ud_ancetre_verbe,4,nmod,3077
426,426,37,120,2.0,mettaient,mettre,False,79,les appartements de l' entresol et du premier étage,s appartements de l' entresol et du premier étage,lieu_precis::s appartements de l' entresol et du premier etage,lieu_precis,FAC,de;en,source,objet,4,nmod,3077
434,434,39,123,2.0,remarqua,remarquer,False,80,sa chambre,sa chambre,lieu_precis::sa chambre,lieu_precis,FAC,dans,cadre,objet,4,obl:mod,3134
435,435,39,123,2.0,remarqua,remarquer,False,80,sa chambre,sa chambre,lieu_precis::sa chambre,lieu_precis,FAC,dans,cadre,ud_ancetre_verbe,4,obl:mod,3134
440,440,39,125,2.0,quittait,quitter,True,81,sa maison,sa maison,lieu_precis::sa maison,lieu_precis,FAC,,source,objet,1,obj,3186
440,440,39,125,2.0,quittait,quitter,True,82,au reform - club,reform - club,lieu_precis::reform club,lieu_precis,FAC,au;pour,source,ud_ancetre_verbe,6,obl:arg,3191
441,441,39,125,2.0,aller,aller,True,81,sa maison,sa maison,lieu_precis::sa maison,lieu_precis,FAC,,cadre,phrase_proche_deplacement,3,obj,3186
441,441,39,125,2.0,aller,aller,True,82,au reform - club,reform - club,lieu_precis::reform club,lieu_precis,FAC,au;pour,destination,ud_ancetre_verbe,2,obl:arg,3191
442,442,39,125,2.0,déjeuner,déjeuner,False,82,au reform - club,reform - club,lieu_precis::reform club,lieu_precis,FAC,au;pour,destination,objet,1,obl:arg,3191
443,443,39,125,2.0,déjeuner,déjeuner,False,82,au reform - club,reform - club,lieu_precis::reform club,lieu_precis,FAC,au;pour,destination,objet,1,obl:arg,3191
444,444,39,125,2.0,déjeuner,déjeuner,False,82,au reform - club,reform - club,lieu_precis::reform club,lieu_precis,FAC,au;pour,destination,objet,1,obl:arg,3191
466,466,41,131,2.0,mettait,mettre,False,85,le reform - club,reform - club,lieu_precis::reform club,lieu_precis,FAC,,cadre,sujet,4,nsubj,3401
466,466,41,131,2.0,mettait,mettre,False,86,deux bibliothèques,deux bibliothèques,lieu_precis::deux bibliotheques,lieu_precis,FAC,a,cadre,ud_ancetre_verbe,4,obj,3401
